variable_id,display_name,concept_family,sector_boundary,account_position,source_status,candidate_status,object_admissibility,source_observation_rows,coverage_start,coverage_end,s22_authorization,can_construct_variable_now,can_model_now,can_run_econometrics_now,notes,s22_notes
T711_L52,BankMonIntPaid_paid_state_local,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,79.0,1946.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
T711_L53,CorpNFNetImpIntPaid_line53,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,39.0,1986.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
T711_L73,BankMonIntPaid_received_federal,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,79.0,1946.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
T711_L74,CorpNFNetImpIntPaid_line74,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,79.0,1946.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
T711_L91,BankMonIntPaid_paid_government,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,79.0,1946.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
T711_L28,BankMonIntPaid_received_financial,shaikh_candidate_semantic_audit_only,FIN,imputed_interest,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,79.0,1946.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
T711_L4,BankMonIntPaid_paid_financial,shaikh_candidate_semantic_audit_only,FIN,imputed_interest,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,79.0,1946.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
T711_L44,BankMonIntPaid_paid_banks_credit_investment,shaikh_candidate_semantic_audit_only,FIN,imputed_interest,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,79.0,1946.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost,GOV_TRANS_highways_streets_cfc_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost,GOV_TRANS_highways_streets_gross_investment_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,124.0,1901.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost,GOV_TRANS_highways_streets_net_stock_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index,GOV_TRANS_highways_streets_net_stock_quantity_index,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost,GOV_TRANS_transportation_structures_cfc_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost,GOV_TRANS_transportation_structures_gross_investment_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,124.0,1901.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Live BEA FAAt705 mapping verified on 2026-06-09. Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost,GOV_TRANS_transportation_structures_net_stock_current_cost,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index,GOV_TRANS_transportation_structures_net_stock_quantity_index,GOV_TRANS_GPIM_and_frontier_conditioning_variables,GOV_TRANS,government_fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Component of downstream GOV_TRANS aggregate; do not add to preferred private K_cap.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__IPP__cfc_current_cost,NFC_intellectual_property_products_cfc_current_cost,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__IPP__gross_investment_current_cost,NFC_intellectual_property_products_gross_investment_current_cost,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,124.0,1901.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__IPP__net_stock_current_cost,NFC_intellectual_property_products_net_stock_current_cost,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__IPP__net_stock_quantity_index,NFC_intellectual_property_products_net_stock_quantity_index,frontier_conditioning_variables,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__ME__cfc_current_cost,NFC_machinery_equipment_cfc_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__ME__gross_investment_current_cost,NFC_machinery_equipment_gross_investment_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,124.0,1901.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__ME__net_stock_current_cost,NFC_machinery_equipment_net_stock_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__ME__net_stock_quantity_index,NFC_machinery_equipment_net_stock_quantity_index,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__NRC__cfc_current_cost,NFC_nonresidential_structures_cfc_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__NRC__gross_investment_current_cost,NFC_nonresidential_structures_gross_investment_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,124.0,1901.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__NRC__net_stock_current_cost,NFC_nonresidential_structures_net_stock_current_cost,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__NRC__net_stock_quantity_index,NFC_nonresidential_structures_net_stock_quantity_index,downstream_GPIM_and_K_cap,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__TOTAL__cfc_current_cost,NFC_total_cfc_current_cost,sector_total_diagnostic,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__TOTAL__gross_investment_current_cost,NFC_total_gross_investment_current_cost,sector_total_diagnostic,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,124.0,1901.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__TOTAL__net_stock_current_cost,NFC_total_net_stock_current_cost,sector_total_diagnostic,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC__TOTAL__net_stock_quantity_index,NFC_total_net_stock_quantity_index,sector_total_diagnostic,NFC,fixed_assets,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,100.0,1925.0,2024.0,authorized_for_variable_construction_planning_only,no,no,no,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_CFC,NFC_consumption_fixed_capital,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_COMP,NFC_compensation_employees,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_DIVIDENDS_NET,NFC_net_dividends,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_GVA,NFC_gross_value_added,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_NET_INT,NFC_net_interest_misc_payments,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_NOS,NFC_net_operating_surplus,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_NVA,NFC_net_value_added,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_PBT,NFC_profits_before_tax,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_PROFITS_IVA_CC,NFC_profits_with_IVA_CCAdj,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
NFC_TRANSFERS_NET,NFC_business_current_transfers_net,Shaikh_income_correction_and_distributive_variables,NFC,income_accounts,staged,READY_AS_BASELINE,eligible_for_model_input_preparation_only,97.0,1929.0,2025.0,authorized_for_variable_construction_planning_only,no,no,no,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE,Wage Share Unadjusted Nfc Gva Baseline,S20E_stock_flow_labour_value_accounting,nonfinancial corporate,conceptual_candidate_status,S20E_CL_metadata_only,READY_AS_BASELINE,eligible_for_model_input_preparation_only,1.0,,,authorized_for_variable_construction_planning_only,no,no,no,Preserve existing baseline; not replaced by Shaikh corporate candidate.,"Ready baseline source object; S22 authorizes planning only, not construction or modeling."
