"year","asset","S12D_B_nominal","S12D_B_price_or_deflator","S12D_B_real_or_quantity","S29C_nominal","S29C_deflator","S29C_real_investment","nominal_difference","price_difference","real_difference","bridge_status","notes"
1931,"NRC",1941,0.116764105542846,1662325.92711272,1941,0.116764105542846,1662325.92711273,0,0,-0.0000000100117176771164,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1932,"NRC",1054,0.114232598084447,922678.830451552,1054,0.114232598084447,922678.830451554,0,0,-0.00000000197906047105789,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1933,"NRC",892,0.119377001843782,747212.600603991,892,0.119377001843782,747212.600603993,0,0,-0.00000000209547579288483,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1934,"NRC",1014,0.12523212411517,809696.399517645,1014,0.12523212411517,809696.399517645,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1935,"NRC",1139,0.129497571644909,879553.172721423,1139,0.129497571644909,879553.172721427,0,0,-0.00000000407453626394272,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1936,"NRC",1461,0.148710117903046,982448.283009581,1461,0.148710117903046,982448.283009582,0,0,-0.000000000931322574615479,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1937,"NRC",2070,0.156433383430738,1323246.96596267,2070,0.156433383430738,1323246.96596268,0,0,-0.0000000100117176771164,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1938,"NRC",1604,0.159391706462826,1006325.88457423,1604,0.159391706462826,1006325.88457423,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1939,"NRC",1683,0.165555577632349,1016577.04564775,1683,0.165555577632349,1016577.04564775,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1940,"NRC",1961,0.18049368448457,1086464.60711352,1961,0.18049368448457,1086464.60711352,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1941,"NRC",2372,0.207772348008742,1141634.11191762,2372,0.207772348008742,1141634.11191763,0,0,-0.0000000100117176771164,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1942,"NRC",1778,0.232443724725271,764916.326350151,1778,0.232443724725271,764916.326350151,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1943,"NRC",1462,0.243388326685607,600686.162688697,1462,0.243388326685607,600686.162688696,0,0,0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1944,"NRC",1961,0.256962483677061,763146.421975163,1961,0.256962483677061,763146.421975162,0,0,0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1945,"NRC",2725,0.287100202016506,949145.970939908,2725,0.287100202016506,949145.970939907,0,0,0.000000000931322574615479,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1946,"NRC",4516,0.35539191789692,1270709.81994302,4516,0.35539191789692,1270709.81994302,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1947,"NRC",5233,0.434767473246916,1203631.90027052,5233,0.434767473246916,1203631.90027052,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1948,"NRC",6397,0.47034770849806,1360057.65190762,6397,0.47034770849806,1360057.65190762,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1949,"NRC",6114,0.490379553494791,1246789.34030331,6114,0.490379553494791,1246789.34030331,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1950,"NRC",6623,0.560823802401639,1180941.31733319,6623,0.560823802401639,1180941.31733319,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1951,"NRC",8353,0.625218649735851,1336012.6099132,8353,0.625218649735851,1336012.6099132,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1952,"NRC",8863,0.678903849572898,1305486.77925096,8863,0.678903849572898,1305486.77925096,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1953,"NRC",9723,0.718341590135002,1353534.32594272,9723,0.718341590135002,1353534.32594272,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1954,"NRC",9473,0.76191953671246,1243307.13986863,9473,0.76191953671246,1243307.13986863,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1955,"NRC",10139,0.867287858733593,1169046.68938925,10139,0.867287858733593,1169046.68938925,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1956,"NRC",12719,0.976349187707125,1302710.15330791,12719,0.976349187707125,1302710.15330791,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1957,"NRC",13289,1.07294057883293,1238558.80392322,13289,1.07294057883293,1238558.80392322,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1958,"NRC",11642,1.13371160155382,1026892.55221909,11642,1.13371160155382,1026892.5522191,0,0,-0.00000000989530235528946,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1959,"NRC",11699,1.22472755356771,955232.856966435,11699,1.22472755356771,955232.856966438,0,0,-0.0000000030267983675003,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1960,"NRC",12645,1.29627953061642,975484.045018204,12645,1.29627953061642,975484.045018201,0,0,0.0000000030267983675003,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1961,"NRC",12512,1.38492461166763,903442.67800497,12512,1.38492461166763,903442.678004972,0,0,-0.00000000209547579288483,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1962,"NRC",12834,1.43918680800465,891753.588110887,12834,1.43918680800465,891753.588110886,0,0,0.000000000931322574615479,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1963,"NRC",12823,1.48378833799085,864206.819239678,12823,1.48378833799085,864206.819239678,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1964,"NRC",14599,1.5590223333365,936420.19667264,14599,1.5590223333365,936420.196672638,0,0,0.00000000209547579288483,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1965,"NRC",17619,1.64796160452499,1069138.98671071,17619,1.64796160452499,1069138.98671071,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1966,"NRC",20089,1.74833611571348,1149035.34963595,20089,1.74833611571348,1149035.34963595,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1967,"NRC",20585,1.8689325596406,1101430.86190111,20585,1.8689325596406,1101430.86190111,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1968,"NRC",21968,2.04700618977567,1073177.01869809,21968,2.04700618977567,1073177.01869809,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1969,"NRC",24556,2.24204918464737,1095248.0511199,24556,2.24204918464737,1095248.0511199,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1970,"NRC",26226,2.47001319198495,1061775.70569671,26226,2.47001319198495,1061775.70569671,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1971,"NRC",27145,2.75638895179917,984802.960492269,27145,2.75638895179917,984802.960492267,0,0,0.00000000197906047105789,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1972,"NRC",30455,3.00648467929145,1012977.05622027,30455,3.00648467929145,1012977.05622027,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1973,"NRC",35236,3.42050012359035,1030141.75491432,35236,3.42050012359035,1030141.75491432,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1974,"NRC",40746,4.19365055990375,971611.711990976,40746,4.19365055990375,971611.711990977,0,0,-0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1975,"NRC",41186,4.57968374607208,899319.740917145,41186,4.57968374607208,899319.740917144,0,0,0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1976,"NRC",43834,5.05604509302659,866962.204519434,43834,5.05604509302659,866962.204519434,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1977,"NRC",49132,5.63434180574433,872009.574390906,49132,5.63434180574433,872009.574390906,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1978,"NRC",62351,6.41284134146282,972283.527379101,62351,6.41284134146282,972283.527379101,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1979,"NRC",76821,7.38829705529856,1039765.98971352,76821,7.38829705529856,1039765.98971352,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1980,"NRC",88896,8.40126051889065,1058126.92988288,88896,8.40126051889065,1058126.92988288,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1981,"NRC",104777,9.58203662796191,1093473.17348218,104777,9.58203662796191,1093473.17348218,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1982,"NRC",108607,10.1527886325211,1069725.8056975,108607,10.1527886325211,1069725.80569749,0,0,0.0000000100117176771164,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1983,"NRC",94165,10.4332649505633,902545.851621604,94165,10.4332649505633,902545.851621605,0,0,-0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1984,"NRC",109367,11.0666353646514,988258.819381862,109367,11.0666353646514,988258.819381866,0,0,-0.00000000407453626394272,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1985,"NRC",118828,11.5525129198162,1028590.06369231,118828,11.5525129198162,1028590.06369231,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1986,"NRC",102394,11.9718615385912,855288.876086096,102394,11.9718615385912,855288.876086094,0,0,0.00000000209547579288483,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1987,"NRC",100126,12.7400419937449,785915.776801674,100126,12.7400419937449,785915.776801676,0,0,-0.00000000197906047105789,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1988,"NRC",103287,13.7683840815737,750175.179513112,103287,13.7683840815737,750175.17951311,0,0,0.00000000197906047105789,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1989,"NRC",110327,14.7252798187235,749235.337855633,110327,14.7252798187235,749235.337855631,0,0,0.00000000197906047105789,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1990,"NRC",130351,15.5876760737109,836243.962112102,130351,15.5876760737109,836243.962112101,0,0,0.000000000931322574615479,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1991,"NRC",118057,16.0289282458385,736524.602202586,118057,16.0289282458385,736524.602202586,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1992,"NRC",109903,16.860538402867,651835.649455369,109903,16.860538402867,651835.649455369,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1993,"NRC",115219,18.0449263421801,638511.888689038,115219,18.0449263421801,638511.888689039,0,0,-0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1994,"NRC",119705,19.3498153622377,618636.393986536,119705,19.3498153622377,618636.393986536,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1995,"NRC",139744,20.6668290519974,676175.332211856,139744,20.6668290519974,676175.332211857,0,0,-0.000000000931322574615479,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1996,"NRC",153158,21.9950100521627,696330.66607733,153158,21.9950100521627,696330.666077329,0,0,0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1997,"NRC",164191,23.7098244033038,692501.965460028,164191,23.7098244033038,692501.965460027,0,0,0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1998,"NRC",180793,25.3451366943182,713324.225394807,180793,25.3451366943182,713324.225394806,0,0,0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
1999,"NRC",184880,26.9863558333319,685086.942237853,184880,26.9863558333319,685086.942237853,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2000,"NRC",209871,29.2148822939041,718370.171369101,209871,29.2148822939041,718370.171369101,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2001,"NRC",220749,31.6160338317632,698218.508920696,220749,31.6160338317632,698218.508920697,0,0,-0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2002,"NRC",179784,34.0416198197775,528129.98015902,179784,34.0416198197775,528129.98015902,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2003,"NRC",181131,36.4425198466878,497032.040490095,181131,36.4425198466878,497032.040490094,0,0,0.000000000989530235528946,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2004,"NRC",196554,41.7609934464672,470664.090527347,196554,41.7609934464672,470664.090527347,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2005,"NRC",232903,48.1040468501846,484165.086412281,232903,48.1040468501846,484165.08641228,0,0,0.000000000989530235528946,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2006,"NRC",279674,53.7355237780484,520463.894899728,279674,53.7355237780484,520463.894899728,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2007,"NRC",334230,57.7869575820396,578383.105782125,334230,57.7869575820396,578383.105782125,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2008,"NRC",379019,63.1640737681047,600054.710517087,379019,63.1640737681047,600054.710517087,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2009,"NRC",296308,61.7118242962689,480147.853963077,296308,61.7118242962689,480147.853963077,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2010,"NRC",261211,65.8692412984885,396559.90391071,261211,65.8692412984885,396559.90391071,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2011,"NRC",289128,71.6081402046303,403764.151915936,289128,71.6081402046303,403764.151915936,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2012,"NRC",345599,75.7779713770791,456067.896407867,345599,75.7779713770791,456067.896407867,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2013,"NRC",352973,81.0223679097379,435648.832669549,352973,81.0223679097379,435648.832669549,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2014,"NRC",411762,87.0863394157215,472820.424836534,411762,87.0863394157215,472820.424836534,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2015,"NRC",395080,90.0287262097741,438837.709509998,395080,90.0287262097741,438837.709509998,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2016,"NRC",374670,94.6711427339579,395759.456556775,374670,94.6711427339579,395759.456556774,0,0,0.00000000104773789644241,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2017,"NRC",386432,100,386432,386432,100,386432,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2018,"NRC",424814,106.205105210977,399993.954298248,424814,106.205105210977,399993.954298247,0,0,0.000000000989530235528946,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2019,"NRC",441717,114.008560580414,387441.95852595,441717,114.008560580414,387441.95852595,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2020,"NRC",394581,117.179340663453,336732.565455597,394581,117.179340663453,336732.565455598,0,0,-0.000000000989530235528946,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2021,"NRC",407673,137.656471672191,296152.440236021,407673,137.656471672191,296152.440236021,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2022,"NRC",505523,161.686311530273,312656.646821552,505523,161.686311530273,312656.646821552,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2023,"NRC",623036,168.37439158538,370030.141836664,623036,168.37439158538,370030.141836663,0,0,0.000000000989530235528946,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
2024,"NRC",629156,174.747971167112,360036.225770161,629156,174.747971167112,360036.225770161,0,0,0,"PASS","S29C consumes S12D_B nominal, price, and real investment without reconstruction differences."
