"stage_id","variable_id","prohibited_use","prohibited"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_I_TOT","not_growth_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_I_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_I_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_I_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_ME","not_growth_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_NRC","not_growth_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_TOT","not_growth_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_ME","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_NRC","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_TOT","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_ME","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_NRC","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_TOT","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_ME_REAL_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_ME_REAL_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_ME_REAL_2017","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_ME_REAL_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_ME_REAL_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_ME_REAL_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_NRC_REAL_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_NRC_REAL_2017","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_NRC_REAL_2017","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_NRC_REAL_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_NRC_REAL_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_NRC_REAL_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_TOT_REAL_2017","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_TOT_REAL_2017","not_stock_substitute","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_TOT_REAL_2017","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_TOT_REAL_2017","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_TOT_REAL_2017","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_ME","not_structural_depreciation_parameter","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_NRC","not_structural_depreciation_parameter","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_TOT","not_structural_depreciation_parameter","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_ME","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_NRC","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_TOT","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_ME","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_NRC","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_TOT","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_TOT","not_independent_regressor","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_NRC","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_NRC","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_NRC","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_NRC","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_TOT","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_TOT","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_TOT","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_TOT","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_ME","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_ME","not_model_input","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_ME","not_valid_for_warmup_baseline_estimation","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_ME","not_q_input_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_ME","not_distribution_interaction_without_future_authorization","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_NRC","not_baseline_stock","yes"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_NRC","not_model_input","yes"
