"derived_variable_family","candidate_id","source_input_id","source_input_status","dependency_role","dependency_authorization_status","implementation_authorized","s28_sequence_order","dependency_depth","depth_order_status","implementation_authorized_in_s28"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__IPP__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__IPP__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__ME__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__ME__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__ME__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__ME__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__NRC__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__NRC__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__NRC__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__NRC__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__TOTAL__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__TOTAL__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__TOTAL__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__TOTAL__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__IPP__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__IPP__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__IPP__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__IPP__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__ME__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__ME__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__ME__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__ME__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__NRC__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__NRC__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__NRC__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__NRC__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__TOTAL__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__TOTAL__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__TOTAL__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","FIN__TOTAL__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__IPP__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__IPP__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__IPP__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__IPP__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__ME__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__ME__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__ME__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__ME__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__NRC__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__NRC__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__NRC__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__NRC__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__TOTAL__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__TOTAL__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__TOTAL__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","NFC__TOTAL__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__e_adj_CORP","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__e_adj_NFC","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__e_x_Kcap","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__e_x_ME","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__e_x_ME_NRC_gap","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__e_x_NRC","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__GOV_TRANS_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__IPP_NFC_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__K_G_NFC_KCAP_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__K_G_NFC_ME_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__K_G_NFC_NRC_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__K_N_NFC_KCAP_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__K_N_NFC_ME_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__K_N_NFC_NRC_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__ln_e_adj_CORP","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__ln_e_adj_NFC","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__omega_adj_CORP","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__omega_adj_NFC","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__P_K_NFC_ME_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__P_K_NFC_NRC_GPIM","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__pi_adj_CORP","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"metadata_reference_only_inputs","DV_PLAN_METADATA_REFERENCE_ONLY","DOWNSTREAM__pi_adj_NFC","authorized_zero_observation_metadata","metadata_reference_only","reference_only_not_implementation_ready","no",99,99,"metadata_reference_only_not_implementation_dependency","no"
"blocked_or_deferred_inputs","DV_PLAN_DEFERRED_EXCLUDED_BOUNDARY","","no_observation_source_mapped_in_s27","requires_future_review","blocked_or_deferred","no",100,,"future_review_required","no"
