"variable_id","display_name","sector_boundary","accounting_block","role","status","authorized_for_D07_level_panel","reason","required_source","required_prior_stage","notes"
"FINANCIAL_RESIDUAL_FAMILY","FINANCIAL_RESIDUAL_FAMILY","FIN","financial_correction_candidate","candidate_only","DIAGNOSTIC_ONLY","FALSE","diagnostic or sensitivity evidence only","see financial_correction_candidate_ledger","S30G/S30H","No financial residual variable may replace NFC_NOS without an explicit theory-lock revision."
"CORP__IPP__official_price_index","CORP_intellectual_property_products_official_price_index","CORP","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"FIN__IPP__cfc_current_cost","FIN_intellectual_property_products_cfc_current_cost","FIN","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"FIN__IPP__gross_investment_current_cost","FIN_intellectual_property_products_gross_investment_current_cost","FIN","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"FIN__IPP__gross_stock_current_cost","FIN_intellectual_property_products_gross_stock_current_cost","FIN","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"FIN__IPP__net_stock_current_cost","FIN_intellectual_property_products_net_stock_current_cost","FIN","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"FIN__IPP__net_stock_quantity_index","FIN_intellectual_property_products_net_stock_quantity_index","FIN","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"FIN__IPP__official_price_index","FIN_intellectual_property_products_official_price_index","FIN","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"NFC__IPP__official_price_index","NFC_intellectual_property_products_official_price_index","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"DOWNSTREAM__GOV_TRANS_GPIM","GOV_TRANS_GPIM","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"DOWNSTREAM__IPP_NFC_GPIM","IPP_NFC_GPIM","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","CORP","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"CORP__IPP__gross_investment_current_cost","CORP_intellectual_property_products_gross_investment_current_cost","CORP","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"CORP__IPP__gross_stock_current_cost","CORP_intellectual_property_products_gross_stock_current_cost","CORP","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"CORP__IPP__net_stock_current_cost","CORP_intellectual_property_products_net_stock_current_cost","CORP","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"CORP__IPP__net_stock_quantity_index","CORP_intellectual_property_products_net_stock_quantity_index","CORP","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"CORP__IPP__retirements","CORP_intellectual_property_products_retirements","CORP","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"CORP__IPP__revaluation_holding_gains","CORP_intellectual_property_products_revaluation_holding_gains","CORP","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"GOV_TRANS__gross_stock_current_cost","GOV_TRANS_gross_stock_current_cost","GOV_TRANS","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","GOV_TRANS_highways_streets_cfc_current_cost","GOV_TRANS","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","GOV_TRANS_highways_streets_gross_investment_current_cost","GOV_TRANS","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","GOV_TRANS_highways_streets_net_stock_current_cost","GOV_TRANS","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","GOV_TRANS_highways_streets_net_stock_quantity_index","GOV_TRANS","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","GOV_TRANS_transportation_structures_cfc_current_cost","GOV_TRANS","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","GOV_TRANS_transportation_structures_gross_investment_current_cost","GOV_TRANS","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","GOV_TRANS_transportation_structures_net_stock_current_cost","GOV_TRANS","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","GOV_TRANS_transportation_structures_net_stock_quantity_index","GOV_TRANS","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"NFC__IPP__cfc_current_cost","NFC_intellectual_property_products_cfc_current_cost","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"NFC__IPP__gross_investment_current_cost","NFC_intellectual_property_products_gross_investment_current_cost","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"NFC__IPP__gross_stock_current_cost","NFC_intellectual_property_products_gross_stock_current_cost","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"NFC__IPP__net_stock_current_cost","NFC_intellectual_property_products_net_stock_current_cost","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"NFC__IPP__net_stock_quantity_index","NFC_intellectual_property_products_net_stock_quantity_index","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"NFC__IPP__retirements","NFC_intellectual_property_products_retirements","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"NFC__IPP__revaluation_holding_gains","NFC_intellectual_property_products_revaluation_holding_gains","NFC","frontier_context","frontier_conditioning","PARKED_FRONTIER_CONTEXT","FALSE","future frontier/context/conditioning analysis after explicit authorization","see frontier_context_parking_ledger","provider menu","Parked by D07-0 boundary lock."
"RESIDENTIAL_CAPITAL_MENU","Residential capital menu","AGGREGATE_REFERENCE","frontier_context","diagnostic","DIAGNOSTIC_ONLY","FALSE","exclusion diagnostic only","see frontier_context_parking_ledger","provider menu","Residential capital remains exclusion-diagnostic only."
"D01_gpim_core_capital_panel","D01 GPIM core capital panel","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","SUPERSEDED_FOR_BASELINE","FALSE","D06 refreeze supersedes older GPIM/Kcap baseline use","see supersession ledger","prior stages","Historical output is preserved; not deleted."
"D01_gpim_gross_survival_panel","D01 GPIM gross survival panel","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","SUPERSEDED_FOR_BASELINE","FALSE","D06 locks survival/warmup outcome","see supersession ledger","prior stages","No survival rules are reopened."
"D02_initialization_sensitivity","D02 initialization sensitivity outputs","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","DIAGNOSTIC_ONLY","FALSE","D06 records final guarded warmup state","see supersession ledger","prior stages","No initialization rules are reopened."
"D03_S29C_price_deflator_outputs","D03 S29C price/deflator outputs","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","SUPERSEDED_FOR_BASELINE","FALSE","D05/D06 guarded price-stock coherence supersedes conflicting price objects","see supersession ledger","prior stages","No pKN revision is made."
"D04_S12DB_source_price_seed_outputs","D04 S12D_B source price and seed audit","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","SUPERSEDED_FOR_BASELINE","FALSE","D05/D06 guarded pKN is the active valuation support","see supersession ledger","prior stages","No seed rule is reopened."
"S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B GPIM baseline construction","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","SUPERSEDED_FOR_BASELINE","FALSE","Older GPIM contract conflicts with D06 baseline authority","see supersession ledger","prior stages","Preserved only for provenance."
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S29D asset-specific GPIM stock construction","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","SUPERSEDED_FOR_BASELINE","FALSE","D06 refreeze supersedes prior S29D baseline use","see supersession ledger","prior stages","Preserved only for provenance."
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION","S29E core capital aggregation","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","SUPERSEDED_FOR_BASELINE","FALSE","Older aggregation may include objects outside D06 boundary","see supersession ledger","prior stages","D07-0 authorizes only ME + NRC."
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","S29F total-capital analytical transformations","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","PARKED_TRANSFORMATION","FALSE","D07-0 is level/accounting only","see supersession ledger","prior stages","Logs, growth rates, intensities, and transformed panels remain parked."
"S29K_TOTAL_CAPITAL_INTERFACE_CONSUMPTION_INTAKE","S29K total-capital interface","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","SUPERSEDED_FOR_BASELINE","FALSE","Total-capital objects violate D06 capacity-capital boundary","see supersession ledger","prior stages","Total capital is not baseline-authorized."
"K_total","Total capital object","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","BLOCKED_BOUNDARY_CONFLICT","FALSE","Total capital is outside the capacity-capital boundary","see supersession ledger","prior stages","Explicitly blocked by D07-0."
"K_real_total","Real total capital object","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","BLOCKED_BOUNDARY_CONFLICT","FALSE","Total capital is outside the capacity-capital boundary","see supersession ledger","prior stages","Explicitly blocked by D07-0."
"K_current_total","Current-cost total capital object","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","BLOCKED_BOUNDARY_CONFLICT","FALSE","Total capital is outside the capacity-capital boundary","see supersession ledger","prior stages","Explicitly blocked by D07-0."
"pKN_total","Total-capital pKN object","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","BLOCKED_BOUNDARY_CONFLICT","FALSE","Total-capital price object is outside D06 boundary","see supersession ledger","prior stages","Explicitly blocked by D07-0."
"IPP_baseline","IPP baseline capital candidate","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","PARKED_FRONTIER_CONTEXT","FALSE","IPP is context/conditioning only","see supersession ledger","prior stages","IPP is not capacity-building accumulation capital in D07-0."
"residential_baseline","Residential capital baseline candidate","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","DIAGNOSTIC_ONLY","FALSE","Residential capital remains exclusion diagnostic","see supersession ledger","prior stages","Residential is not baseline capacity capital."
"government_transportation_baseline","Government transportation capital baseline candidate","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","PARKED_FRONTIER_CONTEXT","FALSE","Government transportation is context/conditioning only","see supersession ledger","prior stages","Government transportation is not baseline capacity capital."
"q_omega_indexes","q_omega accumulated indexes","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","PARKED_TRANSFORMATION","FALSE","D07-0 parks transformations","see supersession ledger","prior stages","No q_omega index is constructed or consumed."
"logs_and_growth_rates","Logs, growth rates, first differences","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","PARKED_TRANSFORMATION","FALSE","D07-0 is level/accounting only","see supersession ledger","prior stages","Includes log-levels such as y_real_nfc_gva_baseline."
"periodized_model_variants","Periodized model variants","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","PARKED_TRANSFORMATION","FALSE","D07-0 does not build model variants","see supersession ledger","prior stages","No periodized regression-ready variables are authorized."
"stationarity_integration_classifications","Stationarity and integration classifications","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","PARKED_TRANSFORMATION","FALSE","D07-0 does not run integration tests","see supersession ledger","prior stages","No I(1) or cointegration-ready panel is built."
"Shaikh_adjusted_corporate_surplus_objects","Shaikh-style adjusted corporate surplus objects","UNKNOWN_REVIEW_REQUIRED","transformation_or_superseded","superseded_for_baseline","CANDIDATE_ONLY_REQUIRES_CROSSWALK","FALSE","Financial-sector and imputed-interest crosswalk unresolved","see supersession ledger","prior stages","Shaikh appendix is operational guide, not binding replication target."
