"variable_id","display_name","source_stage","source_file","sector_boundary","accounting_block","accounting_concept","nominal_or_real","source_status","constructibility_status","role","status","allowed_use","prohibited_use","notes"
"FIN_PBT","FIN_PBT","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","surplus_distribution","UNKNOWN_REVIEW_REQUIRED","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","transfer/reconciliation/correction candidate only","productive-origin baseline; silent substitution for total financial business","Financial-sector income-account variables require semantic and historical/current crosswalk validation before stronger use."
"FIN_NET_INT","FIN_NET_INT","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","surplus_distribution","UNKNOWN_REVIEW_REQUIRED","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","transfer/reconciliation/correction candidate only","productive-origin baseline; silent substitution for total financial business","Financial-sector income-account variables require semantic and historical/current crosswalk validation before stronger use."
"FIN_TRANSFERS","FIN_TRANSFERS","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","surplus_distribution","UNKNOWN_REVIEW_REQUIRED","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","transfer/reconciliation/correction candidate only","productive-origin baseline; silent substitution for total financial business","Financial-sector income-account variables require semantic and historical/current crosswalk validation before stronger use."
"FIN_DIVIDENDS","FIN_DIVIDENDS","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","surplus_distribution","UNKNOWN_REVIEW_REQUIRED","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","transfer/reconciliation/correction candidate only","productive-origin baseline; silent substitution for total financial business","Financial-sector income-account variables require semantic and historical/current crosswalk validation before stronger use."
"NFC_COMPENSATION_SHARE_GVA","NFC compensation share of GVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_downstream_variable_contract.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","preferred operational distributive variable","profit-share-first operational replacement; model/econometric use in D07-0","S30B preserves NFC_COMP / NFC_GVA as the preferred unadjusted wage-share baseline."
"NFC_COMPENSATION_SHARE_NVA","NFC compensation share of NVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_downstream_variable_contract.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","wage-share robustness variant","profit-share-first operational replacement; model/econometric use in D07-0","S30B preserves this as a net-value-added wage-share robustness variant."
"CORP_COMPENSATION_SHARE_GVA","Corporate compensation share of GVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_downstream_variable_contract.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate wage-share robustness/reconciliation variant","NFC baseline replacement without explicit choice; model/econometric use in D07-0","Corporate wage share is robustness/reconciliation below the NFC baseline."
"CORP_COMPENSATION_SHARE_NVA","Corporate compensation share of NVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_downstream_variable_contract.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate wage-share robustness/reconciliation variant","NFC baseline replacement without explicit choice; model/econometric use in D07-0","Corporate net-value-added wage share is robustness/reconciliation below the NFC baseline."
"NFC_NET_OPERATING_SURPLUS_SHARE_GVA","NFC_NET_OPERATING_SURPLUS_SHARE_GVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_downstream_variable_contract.csv","NFC","surplus_distribution","NOS","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","profit_share_scaffold","DIAGNOSTIC_ONLY","profit/surplus accounting scaffold and diagnostic","primary operational distributive variable; D07-0 regression input","Profit-share variants define surplus concepts and denominators but do not replace wage share."
"NFC_NET_OPERATING_SURPLUS_SHARE_NVA","NFC_NET_OPERATING_SURPLUS_SHARE_NVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_downstream_variable_contract.csv","NFC","surplus_distribution","NOS","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","profit_share_scaffold","DIAGNOSTIC_ONLY","profit/surplus accounting scaffold and diagnostic","primary operational distributive variable; D07-0 regression input","Profit-share variants define surplus concepts and denominators but do not replace wage share."
"CORP_NET_OPERATING_SURPLUS_SHARE_GVA","CORP_NET_OPERATING_SURPLUS_SHARE_GVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_downstream_variable_contract.csv","CORP","surplus_distribution","NOS","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","profit_share_scaffold","DIAGNOSTIC_ONLY","profit/surplus accounting scaffold and diagnostic","primary operational distributive variable; D07-0 regression input","Profit-share variants define surplus concepts and denominators but do not replace wage share."
"CORP_NET_OPERATING_SURPLUS_SHARE_NVA","CORP_NET_OPERATING_SURPLUS_SHARE_NVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_downstream_variable_contract.csv","CORP","surplus_distribution","NOS","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","profit_share_scaffold","DIAGNOSTIC_ONLY","profit/surplus accounting scaffold and diagnostic","primary operational distributive variable; D07-0 regression input","Profit-share variants define surplus concepts and denominators but do not replace wage share."
"e_NFC_CONSTRUCTION_CONTRACT","NFC exploitation-rate construction contract","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_readiness_inventory.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","alternative_exploitation_rate","REVIEW_REQUIRED","alternative distributive measure after construction authorization","primary wage-share replacement; log transformation in D07-0","S30B records exploitation rate as a preserved future alternative; no exploitation-rate series is constructed in the current closure."
"e_CORP_CONSTRUCTION_CONTRACT","CORP exploitation-rate construction contract","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_readiness_inventory.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","alternative_exploitation_rate","REVIEW_REQUIRED","alternative distributive measure after construction authorization","primary wage-share replacement; log transformation in D07-0","S30B records exploitation rate as a preserved future alternative; no exploitation-rate series is constructed in the current closure."
"NFC_NET_INT","NFC_net_interest_misc_payments","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","NFC","financial_correction_candidate","NET_INTEREST_AND_MISC_PAYMENTS","nominal","OBSERVATION_BEARING","bounded_proxy_validated_not_exact_crosswalk","candidate_only","DIAGNOSTIC_ONLY","bounded diagnostic/proxy evidence; not exact Shaikh correction","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Counterparty is not identified; actual and imputed components are not separated; miscellaneous payments are included; not an exact Appendix 6.7 measure."
"CORP_NET_INT","CORP_net_interest_misc_payments","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","CORP","financial_correction_candidate","NET_INTEREST_AND_MISC_PAYMENTS","nominal","OBSERVATION_BEARING","SECTOR_BOUNDARY_MISMATCH","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"T711_L4","BankMonIntPaid_paid_financial","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","FIN","financial_correction_candidate","MONETARY_INTEREST_PAID","nominal","OBSERVATION_BEARING","SECTOR_BOUNDARY_MISMATCH","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"T711_L28","BankMonIntPaid_received_financial","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","FIN","financial_correction_candidate","MONETARY_INTEREST_RECEIVED","nominal","OBSERVATION_BEARING","INTEREST_RECEIVED_ONLY","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"T711_L44","BankMonIntPaid_paid_banks_credit_investment","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","FIN_SUBSECTOR","financial_correction_candidate","IMPUTED_INTEREST_PAID","nominal","OBSERVATION_BEARING","IMPUTED_INTEREST_ONLY","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"T711_L52","BankMonIntPaid_paid_state_local","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","STATE_LOCAL_GOVERNMENT","financial_correction_candidate","IMPUTED_INTEREST_PAID","nominal","OBSERVATION_BEARING","SECTOR_BOUNDARY_MISMATCH","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"T711_L53","CorpNFNetImpIntPaid_line53","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","REST_OF_WORLD","financial_correction_candidate","IMPUTED_INTEREST_PAID","nominal","OBSERVATION_BEARING","SECTOR_BOUNDARY_MISMATCH","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"T711_L73","BankMonIntPaid_received_federal","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","FEDERAL_GOVERNMENT","financial_correction_candidate","IMPUTED_INTEREST_RECEIVED","nominal","OBSERVATION_BEARING","INTEREST_RECEIVED_ONLY","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"T711_L74","CorpNFNetImpIntPaid_line74","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","STATE_LOCAL_GOVERNMENT","financial_correction_candidate","IMPUTED_INTEREST_RECEIVED","nominal","OBSERVATION_BEARING","SECTOR_BOUNDARY_MISMATCH","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"T711_L91","BankMonIntPaid_paid_government","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","GOVERNMENT","financial_correction_candidate","IMPUTED_INTEREST_PAID","nominal","OBSERVATION_BEARING","SECTOR_BOUNDARY_MISMATCH","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"CORP_IMPUTED_INTEREST_ADJ","Corp Imputed Interest Adj","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","CORPORATE_CONCEPTUAL","financial_correction_candidate","METADATA_ONLY_ADJUSTMENT","nominal","METADATA_ONLY","NOT_ADMISSIBLE","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","candidate audit trail only","baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy."
"NFC_NOS","NFC_NOS","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","CORP_FIN_BOUNDARY","financial_correction_candidate","corporate_financial_boundary_candidate","nominal","present","role_locked_not_baseline_crosswalk","surplus_accounting_ingredient","DIAGNOSTIC_ONLY","role-lock evidence; baseline authorization is recorded in the surplus scaffold, not this financial-correction ledger","replacement by after-interest or financial-residual measure","Observable productive-origin corporate surplus proxy before financial distribution."
"FIN_NOS_IMPLIED","FIN_NOS_IMPLIED","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","FIN","financial_correction_candidate","corporate_financial_boundary_candidate","nominal","present","role_locked_not_baseline_crosswalk","candidate_only","DIAGNOSTIC_ONLY","diagnostic or sensitivity evidence only","independently produced surplus; bilateral transfer rate","Financial profit form embedded in published corporate NOS; redistributed rather than independently produced surplus."
"FIN_COMP_IMPLIED","FIN_COMP_IMPLIED","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","FIN","financial_correction_candidate","corporate_financial_boundary_candidate","nominal","present","role_locked_not_baseline_crosswalk","candidate_only","DIAGNOSTIC_ONLY","diagnostic or sensitivity evidence only","financial profit; additive second profit component","Unproductive financial labor cost financed from value generated in primary productive activity."
"FIN_NVA_IMPLIED","FIN_NVA_IMPLIED","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","FIN","financial_correction_candidate","corporate_financial_boundary_candidate","nominal","present","role_locked_not_baseline_crosswalk","candidate_only","DIAGNOSTIC_ONLY","diagnostic or sensitivity evidence only","financial profit alone; independently produced value","Total financial-sector absorption of primary value; broader than financial profit."
"FIN_GVA_IMPLIED","FIN_GVA_IMPLIED","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","FIN","financial_correction_candidate","corporate_financial_boundary_candidate","nominal","present","role_locked_not_baseline_crosswalk","candidate_only","DIAGNOSTIC_ONLY","diagnostic or sensitivity evidence only","net surplus without qualification","Gross accounting residual including CFC; not current redistributed net surplus."
"NFC_SURPLUS_AFTER_NET_INTEREST_PROXY","NFC_SURPLUS_AFTER_NET_INTEREST_PROXY","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","CORP_FIN_BOUNDARY","financial_correction_candidate","corporate_financial_boundary_candidate","nominal","present","role_locked_not_baseline_crosswalk","candidate_only","DIAGNOSTIC_ONLY","diagnostic or sensitivity evidence only","productive-origin surplus baseline","NFC surplus remaining after the bounded net-interest and miscellaneous-payment position."
"CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY","CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","CORP_FIN_BOUNDARY","financial_correction_candidate","corporate_financial_boundary_candidate","nominal","present","role_locked_not_baseline_crosswalk","candidate_only","DIAGNOSTIC_ONLY","diagnostic or sensitivity evidence only","fully cleaned productive-origin surplus; exact bilateral consolidation","Published corporate NOS after removing one bounded NFC financial-claims channel."
"FINANCIAL_RESIDUAL_FAMILY","FINANCIAL_RESIDUAL_FAMILY","S30G_OR_S30H_FINANCIAL_CORRECTION_AUDITS","output/US/S30G_FINANCIAL_CLAIMS_PROXY_ADDENDUM/csv/S30G_interest_candidate_inventory.csv","FIN","financial_correction_candidate","corporate_financial_boundary_candidate","nominal","present","role_locked_not_baseline_crosswalk","candidate_only","DIAGNOSTIC_ONLY","diagnostic or sensitivity evidence only","baseline replacement; summation across decompositions","No financial residual variable may replace NFC_NOS without an explicit theory-lock revision."
"CORP__IPP__official_price_index","CORP_intellectual_property_products_official_price_index","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","frontier_context","IPP","varies","requires_manual_mapping","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"FIN__IPP__cfc_current_cost","FIN_intellectual_property_products_cfc_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","frontier_context","IPP","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"FIN__IPP__gross_investment_current_cost","FIN_intellectual_property_products_gross_investment_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","frontier_context","IPP","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"FIN__IPP__gross_stock_current_cost","FIN_intellectual_property_products_gross_stock_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","frontier_context","IPP","varies","not_available","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"FIN__IPP__net_stock_current_cost","FIN_intellectual_property_products_net_stock_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","frontier_context","IPP","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"FIN__IPP__net_stock_quantity_index","FIN_intellectual_property_products_net_stock_quantity_index","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","frontier_context","IPP","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"FIN__IPP__official_price_index","FIN_intellectual_property_products_official_price_index","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","frontier_context","IPP","varies","requires_manual_mapping","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"NFC__IPP__official_price_index","NFC_intellectual_property_products_official_price_index","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","frontier_context","IPP","varies","requires_manual_mapping","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"DOWNSTREAM__GOV_TRANS_GPIM","GOV_TRANS_GPIM","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","frontier_context","government_transportation","varies","downstream_constructed_only","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"DOWNSTREAM__IPP_NFC_GPIM","IPP_NFC_GPIM","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","frontier_context","IPP","varies","downstream_constructed_only","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","frontier_context","IPP","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__gross_investment_current_cost","CORP_intellectual_property_products_gross_investment_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","frontier_context","IPP","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__gross_stock_current_cost","CORP_intellectual_property_products_gross_stock_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","frontier_context","IPP","varies","not_available","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__net_stock_current_cost","CORP_intellectual_property_products_net_stock_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","frontier_context","IPP","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__net_stock_quantity_index","CORP_intellectual_property_products_net_stock_quantity_index","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","frontier_context","IPP","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__retirements","CORP_intellectual_property_products_retirements","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","frontier_context","IPP","varies","not_available","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__revaluation_holding_gains","CORP_intellectual_property_products_revaluation_holding_gains","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","frontier_context","IPP","varies","not_available","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__gross_stock_current_cost","GOV_TRANS_gross_stock_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","GOV_TRANS","frontier_context","government_transportation","varies","not_available","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","GOV_TRANS_highways_streets_cfc_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","GOV_TRANS","frontier_context","highways_and_streets","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","GOV_TRANS_highways_streets_gross_investment_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","GOV_TRANS","frontier_context","highways_and_streets","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","GOV_TRANS_highways_streets_net_stock_current_cost","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","GOV_TRANS","frontier_context","highways_and_streets","varies","staged","parked_not_constructed","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
