"file","field","matched_pattern","offending_value","D11R_qomega_status"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_D12_READINESS_AFTER_RECONCILIATION.csv","item","q_omega","q_omega_remains_parked","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_D12_READINESS_AFTER_RECONCILIATION.csv","notes","q_omega","D11R constructs no q_omega-family object.","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_D12_READINESS_AFTER_RECONCILIATION.csv","readiness_status","qomega","D12_NOT_AUTHORIZED_QOMEGA_REINTRODUCTION","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_D12_READINESS_AFTER_RECONCILIATION.csv","item","omega_","q_omega_remains_parked","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_D12_READINESS_AFTER_RECONCILIATION.csv","readiness_status","omega_","D12_NOT_AUTHORIZED_QOMEGA_REINTRODUCTION","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_INPUT_DISCOVERY_LEDGER.csv","column_names","q_omega","candidate_group | variables | dependent_output_available | baseline_capital_available | overlapping_sample_window | integration_orders_compatible | I2_risk | boundary_violation | q_omega_reintroduced | transformation_readiness_adequate | D11_cointegration_readiness_status","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_INPUT_DISCOVERY_LEDGER.csv","file_name","qomega","output/US/D11_INTEGRATION_AND_ESTIMATION_READINESS_REVIEW/csv/D11_QOMEGA_LEAKAGE_AUDIT.csv","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_INPUT_DISCOVERY_LEDGER.csv","file_name","omega_","output/US/D11_INTEGRATION_AND_ESTIMATION_READINESS_REVIEW/csv/D11_QOMEGA_LEAKAGE_AUDIT.csv","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_INPUT_DISCOVERY_LEDGER.csv","column_names","omega_","year | CORP_NET_OPERATING_SURPLUS_SHARE_GVA | CORP_NET_OPERATING_SURPLUS_SHARE_NVA | CORP_NOS_NET_MATCHED_FINANCIAL_CLAIMS_PROXY | CORP_NOS_NET_MATCHED_FINANCIAL_CLAIMS_SHARE_GVA | CORP_NOS_NET_MATCHED_FINANCIAL_CLAIMS_SHARE_NVA | CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY | CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_SHARE_GVA | CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_SHARE_NVA | DELTA_G_TOT | DLOG_G_TOT | DLOG_N_TOT | FIN_AFTER_TAX_IMPLIED | FIN_CFC_IMPLIED | FIN_COMP_IMPLIED | FIN_DIVIDENDS_NET_IMPLIED | FIN_GVA_IMPLIED | FIN_NET_INT_IMPLIED | FIN_NOS_IMPLIED | FIN_NOS_RESIDUAL_AFTER_MATCHED_FINANCIAL_CLAIMS | FIN_NOS_RESIDUAL_AFTER_NFC_FINANCIAL_CLAIMS | FIN_NVA_IMPLIED | FIN_PAT_IMPLIED | FIN_PBT_IMPLIED | FIN_PROFITS_IVA_CC_IMPLIED | FIN_TAX_IMPLIED | FIN_TRANSFERS_NET_IMPLIED | FIN_UNDISTRIBUTED_IMPLIED | G_TOT_GPIM_2017 | GROWTH_ARITH_G_TOT | GROWTH_ARITH_N_TOT | I_TOT_REAL_2017 | K_capacity | K_ME | K_NRC | L1_DLOG_G_TOT | L1_DLOG_N_TOT | L1_LOG_G_TOT | L1_LOG_N_TOT | LOG_G_TOT_GPIM_2017 | LOG_I_TOT_REAL_2017 | LOG_N_TOT_GPIM_2017 | N_TOT_GPIM_2017 | NFC_COMPENSATION_SHARE_GVA | NFC_COMPENSATION_SHARE_NVA | NFC_FINANCIAL_CLAIMS_BURDEN_NOS | NFC_FINANCIAL_CLAIMS_BURDEN_NVA | NFC_NET_INTEREST_MISC_PAYMENTS_PROXY | NFC_NET_OPERATING_SURPLUS_SHARE_GVA | NFC_NET_OPERATING_SURPLUS_SHARE_NVA | NFC_SURPLUS_AFTER_NET_INTEREST_PROXY | NFC_SURPLUS_AFTER_NET_INTEREST_SHARE_GVA | NFC_SURPLUS_AFTER_NET_INTEREST_SHARE_NVA | omega_CORP_raw_GVA | omega_CORP_raw_NVA | omega_NFC_productive_origin_GVA | pi_NFC_productive_origin_GVA | y_real_nfc_gva_baseline | Y_REAL_NFC_GVA_BASELINE | Y_REAL_NFC_GVA_BASELINE_D09 | y_real_nfc_gva_proxy_business_output | Y_REAL_NFC_GVA_PROXY_BUSINESS_OUTPUT | y_real_nfc_gva_proxy_gdp_implicit | Y_REAL_NFC_GVA_PROXY_GDP_IMPLICIT | y_real_nfc_gva_proxy_gdpbyind_va_finance_insurance | Y_REAL_NFC_GVA_PROXY_GDPBYIND_VA_FINANCE_INSURANCE | y_real_nfc_gva_proxy_gdpbyind_va_manufacturing | Y_REAL_NFC_GVA_PROXY_GDPBYIND_VA_MANUFACTURING | y_real_nfc_gva_proxy_nonfarm_business_output | Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT | y_real_nfc_gva_proxy_nonfarm_business_output_bls | Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT_BLS; candidate_group | variables | dependent_output_available | baseline_capital_available | overlapping_sample_window | integration_orders_compatible | I2_risk | boundary_violation | q_omega_reintroduced | transformation_readiness_adequate | D11_cointegration_readiness_status","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_MODEL_MENU_ADMISSIBILITY_LEDGER.csv","variable_name","q_omega","q_omega; q_omega_family_columns","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_MODEL_MENU_ADMISSIBILITY_LEDGER.csv","variable_name","omega_","DOWNSTREAM__omega_adj_CORP; DOWNSTREAM__omega_adj_NFC; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; q_omega_family_columns","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","matched_pattern","q_omega","q_omega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","offending_value","q_omega","q_omega; q_omega_family_columns; q_omega remains parked and was not constructed.; No q_omega-family columns were created.; q_omega_family_columns; q_omega; Q_OMEGA_PARKED; NO_Q_OMEGA_COLUMNS; q_omega remains parked and is listed only in the blocked/parked ledger.; q_omega_reintroduced; DOWNSTREAM__omega_adj_CORP; DOWNSTREAM__omega_adj_NFC; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; q_omega_family_columns; q_omega; q_omega_family_columns; q_omega_family_columns; q_omega remains parked and was not constructed.; No q_omega-family columns were created.; q_omega; q_omega remains parked and is listed only in the blocked/parked ledger.; q_omega; q_omega_family_columns; q_omega_family_columns; omega_NFC_productive_origin_GVA; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; DOWNSTREAM__omega_adj_CORP; DOWNSTREAM__omega_adj_NFC; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; q_omega_or_parked_qomega; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; q_omega_family_columns; q_omega leakage audit written; No q_omega constructed-variable leakage","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","column_name","qomega","D11R_qomega_status","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","file","qomega","output/US/D11_INTEGRATION_AND_ESTIMATION_READINESS_REVIEW/csv/D11_QOMEGA_LEAKAGE_AUDIT.csv","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","matched_pattern","qomega","qomega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","offending_value","qomega","OMEGA_NAMING_REFERENCE_NOT_QOMEGA; q_omega_or_parked_qomega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","D11R_qomega_status","qomega","BLOCKING_QOMEGA_LEAKAGE","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","column_name","omega_","D11R_qomega_status","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","file","omega_","output/US/D11_INTEGRATION_AND_ESTIMATION_READINESS_REVIEW/csv/D11_QOMEGA_LEAKAGE_AUDIT.csv","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","matched_pattern","omega_","omega_","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","offending_value","omega_","q_omega; q_omega_family_columns; q_omega_family_columns; omega_NFC_productive_origin_GVA; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; D10_CLEAN__omega_NFC_productive_origin_GVA; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; Q_OMEGA_PARKED; NO_Q_OMEGA_COLUMNS; DOWNSTREAM__omega_adj_CORP; DOWNSTREAM__omega_adj_NFC; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; omega_adj_CORP; omega_adj_NFC; omega_CORP_raw_GVA; omega_CORP_raw_NVA; DOWNSTREAM__omega_adj_CORP; DOWNSTREAM__omega_adj_NFC; omega_NFC_productive_origin_GVA; q_omega_reintroduced; Y_REAL_NFC_GVA_BASELINE_D09; K_capacity; K_ME; K_NRC; omega_NFC_productive_origin_GVA; pi_NFC_productive_origin_GVA; omega_CORP_raw_GVA; omega_CORP_raw_NVA; year | CORP_NET_OPERATING_SURPLUS_SHARE_GVA | CORP_NET_OPERATING_SURPLUS_SHARE_NVA | CORP_NOS_NET_MATCHED_FINANCIAL_CLAIMS_PROXY | CORP_NOS_NET_MATCHED_FINANCIAL_CLAIMS_SHARE_GVA | CORP_NOS_NET_MATCHED_FINANCIAL_CLAIMS_SHARE_NVA | CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY | CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_SHARE_GVA | CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_SHARE_NVA | DELTA_G_TOT | DLOG_G_TOT | DLOG_N_TOT | FIN_AFTER_TAX_IMPLIED | FIN_CFC_IMPLIED | FIN_COMP_IMPLIED | FIN_DIVIDENDS_NET_IMPLIED | FIN_GVA_IMPLIED | FIN_NET_INT_IMPLIED | FIN_NOS_IMPLIED | FIN_NOS_RESIDUAL_AFTER_MATCHED_FINANCIAL_CLAIMS | FIN_NOS_RESIDUAL_AFTER_NFC_FINANCIAL_CLAIMS | FIN_NVA_IMPLIED | FIN_PAT_IMPLIED | FIN_PBT_IMPLIED | FIN_PROFITS_IVA_CC_IMPLIED | FIN_TAX_IMPLIED | FIN_TRANSFERS_NET_IMPLIED | FIN_UNDISTRIBUTED_IMPLIED | G_TOT_GPIM_2017 | GROWTH_ARITH_G_TOT | GROWTH_ARITH_N_TOT | I_TOT_REAL_2017 | K_capacity | K_ME | K_NRC | L1_DLOG_G_TOT | L1_DLOG_N_TOT | L1_LOG_G_TOT | L1_LOG_N_TOT | LOG_G_TOT_GPIM_2017 | LOG_I_TOT_REAL_2017 | LOG_N_TOT_GPIM_2017 | N_TOT_GPIM_2017 | NFC_COMPENSATION_SHARE_GVA | NFC_COMPENSATION_SHARE_NVA | NFC_FINANCIAL_CLAIMS_BURDEN_NOS | NFC_FINANCIAL_CLAIMS_BURDEN_NVA | NFC_NET_INTEREST_MISC_PAYMENTS_PROXY | NFC_NET_OPERATING_SURPLUS_SHARE_GVA | NFC_NET_OPERATING_SURPLUS_SHARE_NVA | NFC_SURPLUS_AFTER_NET_INTEREST_PROXY | NFC_SURPLUS_AFTER_NET_INTEREST_SHARE_GVA | NFC_SURPLUS_AFTER_NET_INTEREST_SHARE_NVA | omega_CORP_raw_GVA | omega_CORP_raw_NVA | omega_NFC_productive_origin_GVA | pi_NFC_productive_origin_GVA | y_real_nfc_gva_baseline | Y_REAL_NFC_GVA_BASELINE | Y_REAL_NFC_GVA_BASELINE_D09 | y_real_nfc_gva_proxy_business_output | Y_REAL_NFC_GVA_PROXY_BUSINESS_OUTPUT | y_real_nfc_gva_proxy_gdp_implicit | Y_REAL_NFC_GVA_PROXY_GDP_IMPLICIT | y_real_nfc_gva_proxy_gdpbyind_va_finance_insurance | Y_REAL_NFC_GVA_PROXY_GDPBYIND_VA_FINANCE_INSURANCE | y_real_nfc_gva_proxy_gdpbyind_va_manufacturing | Y_REAL_NFC_GVA_PROXY_GDPBYIND_VA_MANUFACTURING | y_real_nfc_gva_proxy_nonfarm_business_output | Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT | y_real_nfc_gva_proxy_nonfarm_business_output_bls | Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT_BLS; DOWNSTREAM__omega_adj_CORP; DOWNSTREAM__omega_adj_NFC; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; q_omega_family_columns; q_omega; q_omega_family_columns; q_omega_family_columns; q_omega remains parked and was not constructed.; No q_omega-family columns were created.; q_omega; q_omega remains parked and is listed only in the blocked/parked ledger.; OMEGA_NAMING_REFERENCE_NOT_QOMEGA; omega_; q_omega; q_omega_family_columns; q_omega_family_columns; omega_NFC_productive_origin_GVA; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; DOWNSTREAM__omega_adj_CORP; DOWNSTREAM__omega_adj_NFC; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; q_omega_or_parked_qomega; omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; q_omega_family_columns","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_QOMEGA_LEAKAGE_AUDIT.csv","D11R_qomega_status","omega_","BLOCKING_QOMEGA_LEAKAGE","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_THEORETICAL_BOUNDARY_AUDIT.csv","variable_name","q_omega","q_omega; q_omega_family_columns","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_THEORETICAL_BOUNDARY_AUDIT.csv","detected_category","q_omega","q_omega_or_parked_qomega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_THEORETICAL_BOUNDARY_AUDIT.csv","detected_category","qomega","q_omega_or_parked_qomega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_THEORETICAL_BOUNDARY_AUDIT.csv","variable_name","omega_","omega_CORP_raw_GVA; omega_CORP_raw_NVA; omega_NFC_productive_origin_GVA; q_omega_family_columns","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_THEORETICAL_BOUNDARY_AUDIT.csv","detected_category","omega_","q_omega_or_parked_qomega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_VALIDATION_CHECKS.csv","check_name","q_omega","q_omega remains parked","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_VALIDATION_CHECKS.csv","details","qomega","BLOCK_D11R_QOMEGA_REINTRODUCTION","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/csv/D11R_VALIDATION_CHECKS.csv","details","omega_","BLOCK_D11R_QOMEGA_REINTRODUCTION","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/D11R_README.md","text","q_omega","q_omega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/D11R_README.md","text","qomega","qomega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/D11R_README.md","text","omega_","omega_","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/D11R_TERMINAL_DECISION.md","text","q_omega","q_omega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/D11R_TERMINAL_DECISION.md","text","qomega","qomega","PARKED_REFERENCE_ONLY"
"output/US/D11R_BASELINE_BOUNDARY_RECONCILIATION/D11R_TERMINAL_DECISION.md","text","omega_","omega_","PARKED_REFERENCE_ONLY"
