"variable_id","family_id","canonical_inclusion_status","canonical_exclusion_reason","alias_status","metadata_status","blocked_status","observation_status"
"DOWNSTREAM__K_G_NFC_NRC_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__K_N_NFC_KCAP_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__K_N_NFC_ME_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__K_N_NFC_NRC_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__ln_e_adj_CORP","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__ln_e_adj_NFC","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__omega_adj_CORP","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__omega_adj_NFC","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__P_K_NFC_ME_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__P_K_NFC_NRC_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__pi_adj_CORP","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__pi_adj_NFC","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"T711_L28","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"T711_L4","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"T711_L44","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"T711_L52","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"T711_L53","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"T711_L73","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"T711_L74","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"T711_L91","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_record"
"CORP__TOTAL__cfc_current_cost","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"CORP__TOTAL__gross_investment_current_cost","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"CORP__TOTAL__net_stock_current_cost","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"CORP__TOTAL__net_stock_quantity_index","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"FIN__TOTAL__cfc_current_cost","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"FIN__TOTAL__gross_investment_current_cost","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"FIN__TOTAL__net_stock_current_cost","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"FIN__TOTAL__net_stock_quantity_index","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"NFC__TOTAL__cfc_current_cost","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"NFC__TOTAL__gross_investment_current_cost","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"NFC__TOTAL__net_stock_current_cost","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"NFC__TOTAL__net_stock_quantity_index","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","observation_bearing_source_input"
"CORP__TOTAL__gross_stock_current_cost","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"CORP__TOTAL__official_price_index","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"FIN__TOTAL__gross_stock_current_cost","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"FIN__TOTAL__official_price_index","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__TOTAL__gross_stock_current_cost","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__TOTAL__official_price_index","contextual","CANONICAL_DIAGNOSTIC","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"RESIDENTIAL_CAPITAL_MENU","contextual","EXCLUDED_BY_THEORY","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_no_observations"
"NFC_NET_INTEREST_MISC_PAYMENTS_PROXY","distribution","CANDIDATE_DIAGNOSTIC","","not_alias","not_metadata_only","not_blocked","observation_bearing"
"NFC_FINANCIAL_CLAIMS_BURDEN_NOS","distribution","CANDIDATE_DIAGNOSTIC","","not_alias","not_metadata_only","not_blocked","observation_bearing"
"NFC_FINANCIAL_CLAIMS_BURDEN_NVA","distribution","CANDIDATE_DIAGNOSTIC","","not_alias","not_metadata_only","not_blocked","observation_bearing"
"NFC_SURPLUS_AFTER_NET_INTEREST_PROXY","distribution","CANDIDATE_ROBUSTNESS","","not_alias","not_metadata_only","not_blocked","observation_bearing"
"NFC_SURPLUS_AFTER_NET_INTEREST_SHARE_NVA","distribution","CANDIDATE_ROBUSTNESS","","not_alias","not_metadata_only","not_blocked","observation_bearing"
"NFC_SURPLUS_AFTER_NET_INTEREST_SHARE_GVA","distribution","CANDIDATE_ROBUSTNESS","","not_alias","not_metadata_only","not_blocked","observation_bearing"
