"review_item_id","candidate_model_id","model_family","window_id","grid_id","term","review_topic","severity","reason","recommended_review_scope"
"D12G_NO_TREND_REVIEW_080","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","k_nrc_log","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_081","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","k_nrc_log","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_082","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","k_nrc_log","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_083","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_084","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_085","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_086","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_087","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_088","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","omega_nfc","SIGNIFICANCE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_089","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","omega_nfc","SIGNIFICANCE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_090","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_091","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_092","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_093","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_094","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","omega_nfc","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_095","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","omega_nfc","MAGNITUDE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_096","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_097","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_098","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_099","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_100","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_101","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL00","k_me_log_x_omega","MAGNITUDE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_102","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL11","k_me_log_x_omega","MAGNITUDE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_103","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","k_me_log_x_omega","MAGNITUDE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_104","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_105","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_106","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_107","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_108","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","k_me_log_x_omega","MAGNITUDE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_109","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_110","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","k_me_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_111","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_112","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_113","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_114","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_115","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_116","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","k_nrc_log_x_omega","SIGNIFICANCE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_117","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","k_nrc_log_x_omega","MAGNITUDE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_118","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_119","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_120","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_121","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_122","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","k_nrc_log_x_omega","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_123","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","k_nrc_log_x_omega","MAGNITUDE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_124","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_125","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_126","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_127","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_128","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_129","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","(Intercept)","SIGNIFICANCE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_130","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_131","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_132","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_133","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_134","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","(Intercept)","SIGN_FLIP","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_135","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","(Intercept)","MAGNITUDE_SHIFT_REQUIRES_REVIEW","WARN","No-trend comparison against RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11 requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_136","RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL11","FULL_SAMPLE_NO_TREND_REFERENCE","full_sample","LL11","","no-trend full-sample LL11/LL22 reference models","WARN","No-trend full-sample reference requires D12G review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_137","RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL22","FULL_SAMPLE_NO_TREND_REFERENCE","full_sample","LL22","","no-trend full-sample LL11/LL22 reference models","WARN","No-trend full-sample reference requires D12G review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_138","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","","LL00 diagnostic behavior under no-trend","WARN","Minimal-dynamic no-trend diagnostic grid requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_139","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","","bridge-window transition behavior","INFO","Bridge no-trend window is a transition design.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_140","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","","bridge-window transition behavior","INFO","Bridge no-trend window is a transition design.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_141","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","","bridge-window transition behavior","INFO","Bridge no-trend window is a transition design.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_142","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","","LL00 diagnostic behavior under no-trend","WARN","Minimal-dynamic no-trend diagnostic grid requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_143","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","","Fordist-core low-df warnings","WARN","Fordist-core no-trend residual df below preferred threshold.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_144","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","","Fordist-core low-df warnings","WARN","Fordist-core no-trend residual df below preferred threshold.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_145","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL00","","LL00 diagnostic behavior under no-trend","WARN","Minimal-dynamic no-trend diagnostic grid requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_146","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL11","","primary pre/post no-trend window contrasts","WARN","Primary no-trend window contrast requires D12G review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_147","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","","primary pre/post no-trend window contrasts","WARN","Primary no-trend window contrast requires D12G review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_148","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","","LL33 post-1973 high-dynamic no-trend diagnostic behavior","WARN","High-dynamic no-trend diagnostic grid requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_149","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","","LL00 diagnostic behavior under no-trend","WARN","Minimal-dynamic no-trend diagnostic grid requires review.","Preliminary no-trend robustness review only."
"D12G_NO_TREND_REVIEW_150","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","","LL00 diagnostic behavior under no-trend","WARN","Minimal-dynamic no-trend diagnostic grid requires review.","Preliminary no-trend robustness review only."
