"stage_id","variable_id","asset_scope","transformation_family","source_variable_id","unit","year_start","year_end","observation_count","first_fully_supported_year","fully_supported_observation_count","warmup_observation_count","missing_observation_count","primary_classification","downstream_role","authoritative_or_alias","review_note"
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","NET_ACCUMULATION_NET_FLOW_NRC","NRC","net_stock_flow_net_change","I_NRC_REAL_2017; CFC_NRC_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","NET_ACCUMULATION_NET_FLOW_TOT","TOT","net_stock_flow_net_change","I_TOT_REAL_2017; CFC_TOT_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","RET_ME_GPIM_2017","ME","source_preserved","RET_ME_GPIM_2017","millions_2017_dollars",1901,2024,124,1925,100,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","RET_NRC_GPIM_2017","NRC","source_preserved","RET_NRC_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","RET_RATE_G_ME","ME","retirement_rate_diagnostic","RET_ME_GPIM_2017","decimal_rate",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","non_alias","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","RET_RATE_G_NRC","NRC","retirement_rate_diagnostic","RET_NRC_GPIM_2017","decimal_rate",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","non_alias","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","RET_RATE_G_TOT","TOT","retirement_rate_diagnostic","RET_TOT_GPIM_2017","decimal_rate",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","non_alias","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","RET_TOT_GPIM_2017","TOT","tot_alias","RET_CORE_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","capital_diagnostic","alias_or_redundant","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","SHARE_GROSS_ME_TOT","ME","gross_composition_share","G_ME_GPIM_2017","share",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","composition_diagnostic","non_alias","Composition diagnostic only; not a stock-construction weight."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","SHARE_GROSS_NRC_TOT","NRC","gross_composition_share","G_NRC_GPIM_2017","share",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","composition_diagnostic","non_alias","Composition diagnostic only; not a stock-construction weight."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","SHARE_INVESTMENT_ME_TOT","ME","investment_composition_share","I_ME_REAL_2017","share",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Composition diagnostic only; not a stock-construction weight."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","SHARE_INVESTMENT_NRC_TOT","NRC","investment_composition_share","I_NRC_REAL_2017","share",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Composition diagnostic only; not a stock-construction weight."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","SHARE_NET_ME_TOT","ME","net_composition_share","N_ME_GPIM_2017","share",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","composition_diagnostic","non_alias","Composition diagnostic only; not a stock-construction weight."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","SHARE_NET_NRC_TOT","NRC","net_composition_share","N_NRC_GPIM_2017","share",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","composition_diagnostic","non_alias","Composition diagnostic only; not a stock-construction weight."
