"variable_id","source_stage","source_file","source_column","transformation_type","provenance_complete","audit_status","notes"
"DOWNSTREAM__IPP_NFC_GPIM","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP__IPP__cfc_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP__IPP__gross_investment_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP__IPP__gross_stock_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP__IPP__net_stock_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP__IPP__net_stock_quantity_index","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP__IPP__retirements","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP__IPP__revaluation_holding_gains","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"GOV_TRANS__gross_stock_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC__IPP__cfc_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC__IPP__gross_investment_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC__IPP__gross_stock_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC__IPP__net_stock_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC__IPP__net_stock_quantity_index","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC__IPP__retirements","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC__IPP__revaluation_holding_gains","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"RESIDENTIAL_CAPITAL_MENU","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"D01_gpim_core_capital_panel","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"D01_gpim_gross_survival_panel","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"D02_initialization_sensitivity","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"D03_S29C_price_deflator_outputs","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"D04_S12DB_source_price_seed_outputs","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"S12D_B_GPIM_BASELINE_CONSTRUCTION","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"S29K_TOTAL_CAPITAL_INTERFACE_CONSUMPTION_INTAKE","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"K_total","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"K_real_total","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"K_current_total","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"pKN_total","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"IPP_baseline","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"residential_baseline","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"government_transportation_baseline","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"q_omega_indexes","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"logs_and_growth_rates","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"periodized_model_variants","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"stationarity_integration_classifications","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"Shaikh_adjusted_corporate_surplus_objects","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
