year,Y_real,X_real,M_real,NX_real,I_ME_real,I_NRC_real,INV_real,I_real,G_real,C_real,P_Y,P_C,P_G,P_K_fbkf,P_X,P_M,P_K,Kn_ME,Kn_NRC,Kn_cc_ME,Kn_cc_NRC,Kn_cc,P_K_rel,Y_nom,period,in_investment_window,source,C_nom,G_nom,I_nom,X_nom,M_nom,NX_nom,I_ME_nom,I_NRC_nom,omega,pi,e_distr,Kg_ME,Kg_NRC,k_ME,k_NRC,k
1977,14902086.19033145,2129349.013084836,1922839.6209153216,206509.392169514,461772.1124494333,1180690.0,20834.949375933506,1663297.0618253667,3591840.345591582,9440439.390744988,2.025352699436308,2.032308651686558,1.197439073005266,2.6867231995785983,2.3572583490691854,2.674134587327751,2.596440384896048,22007402.9889618,48435959.34073073,571409.0988722241,1257610.809134562,1829019.908006786,1.2819694987538135,301819.8049282033,fordist,True,PerezEyzaguirre,191858.86649533617,43010.09973808098,44688.1880379713,50194.25739176459,51419.31936173842,-1225.0619699738309,12406.538474363098,31721.87214510456,0.5044183129122691,0.4955816870877308,0.9824815523181152,38041439.54953528,78841982.94751085,17.454186637973155,18.182956191473732,18.57668760712248
1978,16126649.363426292,2030013.9361032988,2507780.64606889,-477766.7099655913,570520.7199694905,1353878.0,24411.36973922723,1948810.0897087173,3869057.151591685,10786548.83209148,3.179477943807354,3.096626292174254,1.8679287868952872,4.316859522273528,3.566778943255771,4.096523179710406,4.139436394045122,22833552.11056241,49408177.01050163,945180.3661178784,2045220.06080694,2990400.426924818,1.3019232928183924,512743.259585288,fordist,True,PerezEyzaguirre,334019.1071527597,72271.23231601191,84127.39392861805,72406.10961809012,102731.81546250344,-30325.70584441333,24628.578026546445,58445.011362966405,0.4455660672071336,0.5544339327928663,1.2443360785262008,39469500.0019219,80424517.28738278,17.491038779758487,18.20282962904938,18.602118721249106
1979,17462203.461874485,2513723.3998367093,2907185.893682064,-393462.4938453548,639090.9943282104,1570815.0,28033.084701561136,2237939.0790297715,4290338.30101825,11327388.575671818,4.664107218465608,4.46194692799049,2.648241525904464,6.089181769323895,5.5926419781319066,5.721234552993572,5.703990943955558,23950584.10581104,50434877.932288416,1366139.148419921,2876800.869852772,4242940.018272693,1.222954507000388,814455.8921684392,transition,False,PerezEyzaguirre,505422.06657373445,113618.52048934936,136272.17840885592,140583.55007339234,166326.9238690932,-25743.37379570087,38915.412316024194,95649.78060980514,0.4299995843258176,0.5700004156741824,1.3255836434536732,41400373.22414902,82095737.13456845,17.53880045383097,18.22339665023136,18.63172021846521
1980,18849559.29454296,2562684.641683302,3255273.058376353,-692588.4166930509,817640.1894494977,1982988.0,35526.509930248605,2836154.6993797463,3958656.677585701,12747336.334270556,6.033529968729551,5.619144459001892,3.4870704998975843,7.537447397833594,6.670712575696207,6.824264906264535,7.29793896594391,25572661.356944826,51881278.72744332,1866277.217797357,3786264.056280055,5652541.274077412,1.2095637220279851,1137293.809009696,transition,False,PerezEyzaguirre,716291.2432974988,138041.1491963168,213773.66858693387,170949.32666820328,222148.45692586165,-51199.13025765837,61629.19918330284,149466.6774053524,0.4640163206762214,0.5359836793237787,1.1550966107025666,44204254.88727083,84450126.48452757,17.604331606832698,18.251671698961516,18.672640152636006
1981,20020531.77748469,2412807.0427853614,3776090.426400716,-1363283.383615354,963184.9234732096,2355052.0,42092.47677245643,3360329.400245666,3841025.05420776,14182460.706646618,6.744784565466146,6.176062322230204,4.502368028662658,8.48859962324466,6.244253238190203,7.080086556150887,8.291443225584278,27664410.39796388,54164742.26858641,2293778.8818398085,4491038.853483892,6784817.735323701,1.2293117956705617,1350341.7372520324,transition,False,PerezEyzaguirre,875917.6120683053,172937.08401357272,285244.9088090332,150661.78190040623,267350.47062769777,-116688.68872729152,81760.91178509624,199910.93519921583,0.5415162292349118,0.4584837707650881,0.8466667220904217,47819999.313663885,88167050.77017237,17.682954505641963,18.29474387714653,18.728070219194823
1982,17300150.599222537,2790701.9218785004,2407704.251138973,382997.67073952686,369350.46739886457,1596046.0,24931.434090023395,1990327.901488888,3733204.6649141936,11193620.36207993,7.618251199792747,7.815995068584855,5.268026507490276,11.07256057556528,6.857804951525669,8.300610826377724,9.583379690178193,28083920.79509393,55309260.67081237,2691388.761682762,5300496.453914347,7991885.215597109,1.2579500778917485,1317968.9305912228,transition,False,PerezEyzaguirre,874892.8154962775,196666.21132654327,220380.2625447344,191380.89458090585,199854.15973719832,-8473.265156292502,40896.55423887277,176723.1601638866,0.6064176749716583,0.3935823250283417,0.6490284522903067,48545154.36357273,90030048.87281406,17.69800494058507,18.315654048934828,18.746923719885604
1983,16815394.135125805,2940771.542946519,2066446.98202868,874324.5609178394,293666.5699350881,1346925.0,20811.221182572423,1661402.7911176605,3661318.672849896,10618348.110240407,9.880710165700457,10.43126926143878,6.247412534241017,13.746992307123662,10.69936107755229,12.72471849990542,12.846312894640372,27849304.149388123,56440946.10320992,3577608.7500104625,7250580.537113679,10828189.287124142,1.300140645683,1661480.3577119738,transition,False,PerezEyzaguirre,1107628.4824960732,228737.68168613128,228392.91388528256,314643.7658457537,262949.5614129406,51694.2044328131,40370.32077757049,185161.6761327254,0.5702478847140596,0.4297521152859404,0.7536233396138448,48139601.9706162,91872158.01605144,17.689615722121665,18.33590858186021,18.75723697695055
1984,17805071.42309382,2935933.175878636,2376495.7271630587,559437.4487155769,482836.496631524,1586158.0,26245.595115808304,2095240.091747332,3608461.8315557297,11541932.051075185,11.374280551217796,11.743387714009971,7.8798416113330205,13.775972853134515,12.84721274991286,16.421014572714004,15.088987038416818,27772479.28168766,58422516.69258935,4190585.799060847,8815365.971261708,13005951.770322554,1.3265882594043543,2025198.776007398,transition,False,PerezEyzaguirre,1355413.8304453425,284341.076931998,288639.7062471032,377185.5813004017,390244.7096773716,-13059.128376969837,66515.4247009845,218508.69548782136,0.5647610479727213,0.4352389520272787,0.7706603590839383,48006804.449618645,95097673.86715928,17.68685331819231,18.370415067354845,18.779085539052918
1985,18155525.125029195,3319736.4381800094,2115726.339861316,1204010.0983186932,456385.2694100285,1865311.0,29451.16594946152,2351147.43535949,3659220.564947541,10941147.026403472,15.222606802945544,16.43321311835382,10.435941800345606,19.403787508662152,18.645005358637302,25.668365537161808,21.62361991390133,27885257.331758,60486825.63460989,6029802.057432654,13079441.273212278,19109243.33064493,1.4204938874015454,2763744.2027931814,neoliberal,False,PerezEyzaguirre,1797982.008441314,381874.1285042031,456211.6523725153,618965.0367912978,543072.370681617,75892.6661096809,88556.02789715723,361940.98281570105,0.4814043627812959,0.5185956372187042,1.0772557901688655,48201749.7312776,98457867.6698722,17.690905879840734,18.405139275243567,18.803624931879423
1986,19171549.534458723,3567643.6463766685,2441012.277356758,1126631.3690199107,430451.8327201429,1947381.0,30163.26910596015,2407996.101826103,3698929.8366404735,11937992.226972235,18.212421633550672,19.592286508564108,11.570761323639593,24.64525646782385,22.472954871671515,30.552894742749707,27.69262934732461,27892842.561830327,62520136.96266275,7724261.505080475,17313469.796509884,25037731.30159036,1.5205352645861014,3491603.434900644,neoliberal,False,PerezEyzaguirre,2338925.640478513,427994.3429265611,593456.8150302437,801754.9466322848,745799.9117584078,55955.03487387695,106085.9581443273,479937.0418556727,0.4775327906453508,0.5224672093546492,1.0940970328939563,48214861.36791235,101767604.88237572,17.691177858632898,18.43820238827759,18.82602895356342
1987,20412276.161992937,3937981.540482778,2841760.720296128,1096220.8201866504,618617.7969831679,2275501.0,36712.45635806862,2930831.2533412366,3603663.699549524,12781560.388915526,22.863713447359864,23.89016103249641,13.862536360781142,30.94559202337481,29.246594696628573,36.130122050199176,34.76389529435155,28487112.319770444,64975657.00146817,9903229.899229318,22588069.3668074,32491299.26603671,1.5204833359370953,4667004.329761811,neoliberal,False,PerezEyzaguirre,3053535.3593776934,499559.1906703237,906963.0825525416,1151725.5003730482,1026731.6166176104,124993.88375543791,191434.9396384002,704167.2559478141,0.4465858348198765,0.5534141651801234,1.239211193080798,49242101.02377428,105764595.37584092,17.7122595274152,18.47672638410554,18.85897887652848
1988,21911017.12835289,4071069.4817492086,3229339.901199308,841729.5805499004,766876.8591373282,2536838.0,41908.26157931471,3345623.120716643,3733084.281673893,13990580.145412458,27.99002284973481,27.42715288895937,16.880111959849913,37.53334431114844,39.23286069164641,42.21815113528691,42.144668930107166,29533105.48864741,67641785.3194073,12446629.532969758,28507406.48127804,40954036.0142478,1.5057032699244994,6132898.700835283,neoliberal,False,PerezEyzaguirre,3837217.806534669,630148.806302112,1255724.245251967,1597197.0184347983,1363367.6001604488,233829.4182743496,287834.5319825342,952160.141156052,0.4156336999540685,0.5843663000459314,1.4059646754113282,51050178.32953443,110104405.01809712,17.748319595801647,18.51693961013958,18.897874607320688
1989,24228285.317068763,4473861.08819378,4168721.185974847,305139.9022189332,1152396.6129360646,3142369.0,54479.93195628561,4349245.54489235,3873451.139862599,15700448.73009488,31.71277145023797,31.28195289007463,19.993754283550327,42.3157660525084,43.821753303402126,47.66123307264188,47.48138800667212,31601794.34500415,71145761.76154962,15004970.590021988,33780995.19230394,48785965.78232592,1.4972323715439833,7683460.748913581,neoliberal,False,PerezEyzaguirre,4911406.975278601,774448.3031975073,1840416.569825791,1960524.36920518,1986863.9205960725,-26339.55139089236,487645.4547270559,1329717.5145465478,0.4162439907912031,0.5837560092087968,1.4024370852758357,54626061.50463526,115808028.0011058,17.816021643770352,18.567444447134623,18.953859208135864
1990,25142426.7771056,4936463.883515433,4258525.587478859,677938.2960365741,1071255.4363246767,3331604.0,55851.122999952175,4458710.559324629,3905550.471008056,16100227.450736336,38.784733095728505,39.87959557200757,24.49856883336893,51.75591788125686,49.202264826369046,57.01137812247238,58.02031308799683,33660520.30408859,74798619.02027021,19529939.267480947,43398392.94105873,62928332.20853968,1.495957518768817,9751423.11928938,neoliberal,False,PerezEyzaguirre,6420705.593526995,956803.9704618732,2307646.5756469835,2428852.0330253257,2427844.125119811,1007.9079055148176,554438.0839226996,1724302.2303686691,0.4656652389700015,0.5343347610299984,1.147465424329044,58184723.06778522,121753992.80951944,17.87913338800083,18.617513114539282,19.00812688353401
1991,27136660.99337492,5446127.985566456,4620407.817017572,825720.1685488839,1127652.487463195,3267388.0,55751.938122281805,4450792.425585477,4045246.622572238,17814901.776668325,47.38727309446691,49.41772388473784,31.17014631572093,59.37719066148729,55.143566343082654,64.055160186942,66.48817810049961,35487311.30577893,78258124.29664105,23594866.744065028,52032401.06046107,75627267.80452609,1.403080906722674,12859323.653650252,neoliberal,False,PerezEyzaguirre,8803718.970331209,1260909.291087526,2642755.504486923,3003189.1988500296,2959609.628480596,43579.57036943361,669568.3674800254,1940083.2024105564,0.4341830271623798,0.5658169728376202,1.303176166363617,61342467.73649028,127385227.53097336,17.931982946302362,18.66272634093317,19.05581576834229
1992,30438171.75663508,6378702.479542794,5809923.947927688,568778.5316151055,1502416.8231748631,3948551.0,69146.58048112877,5520114.403655992,4271489.725108567,20077789.09625541,53.46006442261283,56.49188964712377,37.676136596979006,68.65823842728159,56.45789324066133,67.61330427586262,76.77693567296515,38665578.663018994,82363681.17608061,29686246.457685832,63236310.51444552,92922556.97213136,1.4361549411169363,16272266.230162658,neoliberal,False,PerezEyzaguirre,11342322.459838856,1609332.303557827,3790013.308720844,3601281.036039687,3928281.557108558,-327000.52106887056,1031532.9246269872,2711005.560002812,0.4150036428256035,0.5849963571743965,1.4096174028530848,66836340.21219092,134068077.41945724,18.017757505736835,18.71385826935004,19.118339818750215
1993,32559287.77696921,6581934.055749121,6542940.092929677,38993.962819444016,1744746.4097156953,4684998.0,81562.55067389924,6511306.960389595,4455676.082766131,21553310.77099404,59.64352429595805,63.42098658028837,45.06031879456181,77.79012704533899,58.2220058202535,71.92743371480198,86.85346093667174,42893385.53259052,87157553.23897123,37254389.84796452,75699351.45576876,112953741.30373327,1.4562094034835171,19419506.71584753,neoliberal,False,PerezEyzaguirre,13669322.331679976,2007741.847347462,5065153.956799066,3832134.0290235006,4706168.898341197,-874034.869317696,1357240.44873683,3644465.896271591,0.4061028796031479,0.5938971203968522,1.4624302122093316,74144420.11314893,141871337.32345045,18.121525372376826,18.770431129644322,19.190861914083005
1994,34416719.42753583,7179122.79379658,6894319.908071816,284802.8857247643,1994362.35008702,4833130.0,86608.06018014904,6914100.410267169,4542042.458877828,22675773.67266608,67.70963269935059,68.93188706548337,53.01359256766217,82.74119654974427,66.50811273778598,72.91662524445756,92.21947946256456,47521010.813836426,92173751.88041204,43823628.807868965,85002154.1852318,128825782.99310076,1.3619846362487955,23303434.31155055,neoliberal,False,PerezEyzaguirre,15630838.69926679,2407899.883399716,5720809.410105833,4774699.08128232,5027105.410522757,-252406.32924043667,1650159.2719996003,3998989.592804656,0.4066280414062997,0.5933719585937003,1.459249973370153,82143615.9965848,150036490.9228183,18.22397968788293,18.826389095293283,19.26302395137627
1995,38028586.63929618,8033832.5627497295,8540633.128295971,-506800.5655462416,2829308.9758565985,5602626.0,106960.7250185758,8538895.700875174,4731654.661151729,25264836.84281552,74.58567984751008,74.00388795170592,61.79011387168338,84.41556724427105,75.96371936113067,72.68539008938602,93.9026209136424,56526567.2212095,96022130.4728356,53079928.13322761,90167297.17110988,143247225.3043375,1.2589899442577406,28363879.88131844,neoliberal,False,PerezEyzaguirre,18696961.54833851,2923694.8031404675,7208157.242290451,6102798.021910337,6207792.505405259,-104994.48349492252,2388377.221062423,4729488.518475014,0.3866670095911675,0.6133329904088325,1.5862046029148555,96040210.3421616,154456877.74283844,18.38027751946655,18.855425506883467,19.338957854010452
1996,40831592.66004995,9912071.178525032,10197693.090250194,-285621.9117251616,2989790.9878385263,6194167.0,116500.28228776064,9300458.270126289,4920002.839402488,26896753.46224634,76.53059609353012,77.47245340404255,69.283352865921,89.72977037416793,69.799496583878,76.64560542420841,99.6011608778118,66389819.430842645,100588619.5537409,66125030.85780235,100187432.78649154,166312463.6442939,1.3014554434684726,31248661.257218324,neoliberal,False,PerezEyzaguirre,20837574.793239,3408742.9282365586,8345279.84952963,6918575.783646136,7816083.608324929,-897507.8246787935,2682732.5880550765,5558011.825692487,0.4024880657943085,0.5975119342056915,1.4845457169680405,112460746.62353145,159613548.40811086,18.53811479982044,18.88826612915218,19.421585730462063
1997,43526542.29192956,10936175.691623196,11397788.273816165,-461612.5821929667,3516812.865172704,6635812.0,128788.00886509102,10281412.874037797,5203923.902846001,28502818.097238727,79.83806379424607,80.99568365850702,73.52588011061475,92.147293472883,69.28957559465009,75.91188821351986,100.41016169505382,77827977.03915042,105421468.25144856,78147197.58900028,105853866.73257932,184001064.3215796,1.2576728057161424,34750748.60246021,neoliberal,False,PerezEyzaguirre,23086052.37979917,3826230.849854175,9474043.694198385,7577629.723011001,8652276.293233002,-1074646.5702220006,3240647.871762797,6114721.157948787,0.3972574387492811,0.6027425612507189,1.5172593448429406,132493823.58826716,165064457.3531029,18.70204658787589,18.92184660620563,19.511120666087535
1998,44944336.13576658,11782690.53264985,12225043.219600355,-442352.6869505066,3543564.453056849,6799409.0,131202.6174958106,10474176.07055266,5320998.227477813,29591514.52468661,81.41760862487652,83.76829637545823,77.87878852156798,91.14224673248516,67.28677035886612,75.79516246126309,98.06529492537352,87749501.98404689,112266145.36719348,86051807.91620207,110094126.55568685,196145934.4718889,1.2044727987185122,36592603.69406739,neoliberal,False,PerezEyzaguirre,24788307.58902625,4143928.956813827,9546399.397418024,7928191.920799965,9265991.369255716,-1337799.448455751,3229684.256929712,6197134.127130802,0.4050958330904683,0.5949041669095316,1.4685516816379451,152846616.93650264,172588166.17225322,18.84494547283081,18.966418772109304,19.600672640425444
1999,44616344.172736935,12427556.897985548,10413592.612986038,2013964.2849995105,2563917.201206702,5892807.0,107275.18113377412,8563999.382340476,5465041.377947159,28573339.12744979,83.4405246313303,85.67007055621016,82.85461992965124,89.8210660552385,71.73545673527116,78.73241631283511,93.90961483172272,90869077.87184478,117502226.40773374,85334801.03058761,110345888.23820154,195680689.2687892,1.1254676938651638,37228111.64905167,neoliberal,False,PerezEyzaguirre,24478799.79075144,4528039.262696293,7692275.542182256,8914964.701805629,8198873.089178812,716091.6126268171,2302937.762897494,5292982.067977718,0.4251029962168492,0.5748970037831507,1.352371093357079,167381959.99924302,178574692.05580586,18.935788944377627,19.000517514550825,19.661824042095525
2000,46605194.72946803,13036867.172339564,11856463.85893036,1180403.3134092037,3194392.9354198454,6011184.0,116774.52281666454,9322351.45823651,5626475.972023681,30475963.98579864,87.28627212530193,89.73899988700717,88.00518622545871,89.10310137146804,79.63475130404458,85.06718574995514,92.29883714874856,96694855.56089509,122751824.38640028,89248227.2653682,113298506.48752142,202546733.75288963,1.0574267281829948,40679937.09609034,neoliberal,False,PerezEyzaguirre,27348825.286780182,4951590.657110129,8306504.270037007,10381876.75053124,10085960.13425259,295916.6162786521,2846303.175450159,5356151.373145468,0.4261650910860889,0.5738349089139111,1.346508479733718,185155799.81555665,184633705.64209297,19.036708189789028,19.03388445080959,19.72844449754665
2001,48165620.898592375,14102385.884285713,12055544.158664051,2046841.7256216595,3322946.7528623226,6280820.0,121825.63761897384,9725592.390481297,5791539.614002863,30601647.16848656,90.6405883767224,93.88312709903114,92.36321819732557,95.4303481526902,84.01289489068682,93.73940475108576,99.06486116696328,102018741.92382264,129024235.13104692,101064725.05111746,127817679.4043079,228882404.4554253,1.0929415060196626,43657602.1777857,neoliberal,False,PerezEyzaguirre,28729783.305587303,5349252.370666011,9281166.678147849,11847822.630044011,11300795.33383597,547027.2962080408,3171099.6551850284,5993808.392843797,0.4183546082112362,0.5816453917887638,1.390316684392965,202852625.5715644,191786961.6819007,19.127990290947135,19.071895739385024,19.793483469008066
2002,49209326.070127815,14157710.954103602,12173510.840045176,1984200.1140584257,3339033.4730295297,6412994.0,123706.35351233184,9875733.826541862,5969768.110765396,31379624.01876213,94.46366492130696,96.9071481642947,96.80494596172932,97.56399614185904,89.95609197899654,97.13769022301508,100.21097856916676,107662245.44721273,135289470.40698424,107889389.71219006,135574902.19588217,243464291.90807223,1.0608415272967398,46484932.88891888,neoliberal,False,PerezEyzaguirre,30409098.741260424,5779030.793666991,9635160.56950757,12735723.487993903,11825067.249068243,910656.23892566,3257694.488801912,6256773.218737651,0.4268990183860807,0.5731009816139192,1.3424743485720918,221259547.67457235,199009760.08281904,19.214846994252635,19.108864427128374,19.856406272701236
2003,51156415.26,14981564.678952,13362126.704544002,1619437.9744079988,3516258.421999999,6790743.0,130746.3053286448,10437747.727328643,6115160.463065341,32984069.095198013,100.00000015638312,100.0,100.0,100.00000000000004,99.99999999464798,100.00000000603102,100.0,114047226.8163416,142532839.27394664,114047226.8163416,142532839.27394664,256580066.09028825,0.9999999984361688,51156415.34,neoliberal,False,PerezEyzaguirre,32984069.095198013,6115160.46306534,10437747.727328649,14981564.678150184,13362126.705349874,1619437.9728003088,3516258.4220000003,6790743.000000003,0.4259551372862888,0.5740448627137111,1.3476650765873723,241102814.14867416,207300472.1447065,19.300734015205528,19.149679854994858,19.921203578068027
2004,54246818.68,16936118.22449318,16017890.58681149,918227.6376816892,4319248.639,7019324.0,143831.9856137205,11482404.62461372,6485421.377054752,35360765.04064984,107.47765981251088,100.54936310337408,102.1028128349827,99.17697040032164,112.253951910768,93.79256331775515,97.64396390621832,125061921.9714466,149502627.06562856,122115417.95022228,145980291.21081054,268095709.1610328,0.9085047448609608,58303211.24,neoliberal,False,PerezEyzaguirre,35555024.03685397,6621797.650174171,11387901.035798311,19011462.007273387,15023590.17080391,3987871.836469477,4283699.944217325,6961552.885782672,0.401823594993902,0.598176405006098,1.4886542563912302,266810539.61554933,215422052.89767325,19.402049375031893,19.188109698586516,19.993937112703023
2005,57262644.8,17309026.032073915,19475394.057501387,-2166368.025427472,6274944.301999999,7769619.0,178158.00022801012,14222721.30222801,6868370.419779416,38337921.10342004,115.59472280958984,104.2778320614751,106.00014419463142,99.73757515839064,123.87102905979704,94.4071860986496,98.22228783947878,147328178.77443883,157605498.10861397,144709107.8244912,154803726.0030871,299512833.8275783,0.8497125599866068,66192595.53000001,neoliberal,False,PerezEyzaguirre,39977952.98408517,7280482.548787593,14185397.348378098,21440868.66615812,18386171.51131068,3054697.154847432,6258477.289354401,7749229.589645599,0.3887470001595428,0.6112529998404572,1.5723671168898985,306482598.94756013,224796991.14999685,19.540671538311447,19.230708291330163,20.090798975658934
2006,59890971.18,18049337.441835,21772956.54303004,-3723619.101195049,6371339.289000001,8002756.0,182338.1771799475,14556433.466179948,7307873.343019871,41750283.47199523,129.95377279170046,106.86855783185368,111.64695832485714,102.99909179904978,153.47557170904443,93.9242148586696,99.09608880604468,168720430.1619096,166045681.23930812,167195347.3071865,164544775.73950663,331740123.04669315,0.7625487638968608,77830576.61,neoliberal,False,PerezEyzaguirre,44617925.83723207,8159018.3057147395,14992994.26849829,27701323.82855088,20450078.484560296,7251245.343990583,6562421.603106036,8242765.998893964,0.3651752066024995,0.6348247933975004,1.73841154032267,349000294.2806944,234649663.1458049,19.670583323377503,19.273604164643494,20.1848119731194
2007,62646127.0,19299162.49272714,25534647.335270766,-6235484.842543624,7446780.999999999,8540861.0,202806.32909929752,16190448.329099298,7829905.220037783,44861258.29340655,137.03923628032103,110.67266492221674,119.08582963633422,106.22825429791337,162.47602592996958,97.94110514008533,103.35278682418628,193227146.5386936,175016671.14277297,199705640.84859407,180884607.03297728,380590247.88157135,0.7541839084156355,85849773.99999999,neoliberal,False,PerezEyzaguirre,49649150.070952006,9324307.591020634,17198830.623007867,31356512.25595032,25008915.79378753,6347596.462162778,7910585.457688695,9072807.542311303,0.3559182343457447,0.6440817656542552,1.8096340774397743,398561348.4071816,245184587.531842,19.803371992669888,19.317521903329077,20.282814696817862
2008,64940432.0,19565304.61553866,29852693.89511424,-10287389.27957558,9600698.000000002,9485613.0,242113.5443211365,19328424.54432114,7866682.439384497,48032714.29586995,137.36509637016275,119.40406141157534,134.1048878568443,114.98345594389612,154.7427545460382,111.68287839858267,110.8884278952327,229206935.7074177,185934821.6590981,254163967.63279223,206180200.6475785,460344168.2803708,0.8072533039719026,89205487.0,neoliberal,False,PerezEyzaguirre,57353011.67548708,10549605.663390642,22224490.5205687,30275891.29740768,33340347.82158155,-3064456.5241738744,11039214.35513652,10906885.644863484,0.3768038606709044,0.6231961393290957,1.6539006214519312,464891264.64106166,257847847.84263232,19.957314096725327,19.36788023187854,20.398558874733006
2009,63848206.0,18018899.660440817,24219444.90946576,-6200545.249024935,7431121.000000001,8615526.0,203554.8189296611,16250201.81892966,8456067.128329631,45342482.30176564,141.30315110184927,120.44278918567056,145.96509029930886,118.17936793898438,145.72982583031924,100.51730982612372,114.57704075852484,244887155.64470905,196401886.2257523,280584456.13543046,225031469.2313918,505615925.36682224,0.810859771102623,90219527.0,neoliberal,False,PerezEyzaguirre,54611750.37026558,12342906.01963652,19204385.79842041,26258911.091700383,24344734.477815047,1914176.61388534,8782051.828581136,10181774.171418864,0.3918599767086992,0.6081400232913008,1.551931964063224,514570738.31199193,270252354.58144635,20.05884359321807,19.414866727050434,20.480968890978026
2010,67167124.0,18446525.254632734,31847351.874271143,-13400826.61963841,10294921.0,8766513.0,241797.9747675433,19303231.974767543,8734804.503387528,52529914.14148334,154.5493893709071,120.62585993734967,154.5316491338699,114.0599862528706,171.06482239895325,95.28537904066002,113.38347547496332,261690399.4002329,203193049.5172932,296713669.82429665,230387341.4662701,527101011.2905668,0.7336391035674128,103806380.0,neoliberal,False,PerezEyzaguirre,63364660.65751573,13498037.447704282,22017263.73677958,31555515.665615544,30345869.947812,1209645.7178035453,11742385.477343887,9999083.522656117,0.3749755558960666,0.6250244441039334,1.6668405027371271,564867885.3634727,279073508.53836894,20.15210243055284,19.446985776546818,20.553593611644338
2011,71347536.47128351,19404307.67241432,36891638.80282608,-17487331.130411763,,,,22211446.30562356,8961694.441459464,57369652.6178148,158.0859400059298,133.26369965252323,160.9535140384493,116.090092645069,181.1984090784555,108.84558343375352,116.09009264506916,303779958.6976566,215187860.9231983,352658435.4892624,249811787.1066835,602470222.5959458,0.7343479922421604,112790423.70170212,neoliberal,False,BCCh_2018ref_chainlinked2010,76452921.55630064,14424162.12091739,25785288.594008144,35160296.795103416,40154919.49320904,-4994622.698105626,,,0.3738098048186586,0.6261901951813413,1.6751572246349091,644845569.3798926,293296382.6282409,20.284521418774755,19.496694200520928,20.659411830284018
2012,75739219.93595766,19467012.12897364,38299302.40668297,-18832290.277709328,,,,24879041.092577595,9268729.368730051,61021475.88145286,159.29287348471053,136.78886023709654,166.6613993233452,119.97615998725782,173.49088774779057,110.59687951507458,119.97615998725792,351037958.6526206,228816283.35070413,421161862.8890724,274524990.1897382,695686853.0788107,0.753179708311142,120647179.79089168,neoliberal,False,BCCh_2018ref_chainlinked2010,83470581.35809413,15447394.065419368,29848918.14452651,33773492.16052643,42357833.33783322,-8584341.177306786,,,0.3530543014669379,0.646945698533062,1.832425481986787,736051121.1679598,309386310.35619414,20.41681013238969,19.550101249346067,20.767701229536797
2013,78245058.27380379,20062734.342418075,39010933.596748784,-18948199.25433071,,,,25207842.20793681,9540992.47457601,64284876.43712231,162.89411995099985,140.26626475675536,177.4220736797138,123.20546584145625,168.6026091254461,110.51286226389352,123.20546584145671,388072615.19053006,241931754.0569473,478126673.3486162,298073144.60426927,776199817.9528855,0.7563530585297868,127456599.08025968,neoliberal,False,BCCh_2018ref_chainlinked2010,90169994.98184702,16927826.698018197,31057439.42086777,33826293.56322379,43112099.31363395,-9285805.750410162,,,0.3374997594779841,0.6625002405220158,1.962965074543208,821943632.5656402,325217458.14475405,20.527182377148062,19.60000461852894,20.860556110489668
2014,79647717.89735402,20155308.278803047,36443504.33153397,-16288196.052730922,,,,24185948.529659256,9936607.006277915,65806936.1822924,172.42813625630103,148.99597334357264,189.8894690125924,133.76794809773608,186.00046324938023,125.82789102184772,133.76794809773656,413832751.4684798,255439551.8204617,553575580.1957912,341696247.1002862,895271827.2960775,0.7757895608110088,137335075.54108384,neoliberal,False,BCCh_2018ref_chainlinked2010,98049685.09239024,18868570.28208919,32353047.07609976,37488966.76791436,45856092.91482492,-8367126.146910563,,,0.3402362245219792,0.6597637754780208,1.939134424633848,898855526.6085235,341649022.6428566,20.616632874970392,19.64929451848993,20.93878402836178
2015,81361690.98891631,19685352.392690923,36132212.937324695,-16446860.544633772,,,,24211818.735335067,10430402.38886955,67381628.63998733,180.97085640298448,157.36753849888808,199.3117823151656,143.24546348517904,180.58940555663025,125.75517984191352,143.24546348518342,431706730.65295607,268946554.808393,618400307.2205594,385253738.9627154,1003654046.1832747,0.7915388495825292,147240948.96659172,neoliberal,False,BCCh_2018ref_chainlinked2010,106036810.39120989,20789020.903899506,34682331.965622135,35549660.867688425,45438129.36019581,-9888468.492507383,,,0.3348317142876987,0.6651682857123012,1.9865749190674515,968251779.9586616,358295227.44299155,20.69100271468294,19.696867862183655,21.005845168080906
2016,82787992.9588311,19803141.089602783,36554754.93520973,-16751613.845606944,,,,23640423.807900287,11222584.446974551,69606845.89160888,189.2243146905959,163.08591868173218,207.96950018267327,147.86872520589154,182.69701327188315,123.37626133139206,147.86872520589284,444308687.5857216,281144243.363376,656993592.3120396,415724408.6511772,1072718000.9632168,0.7814467471988242,156655012.32244694,neoliberal,False,BCCh_2018ref_chainlinked2010,113518964.0877079,23339552.781951405,34956793.31801224,36179747.30472134,45099889.977914296,-8920142.673192956,,,0.3293602951378692,0.6706397048621308,2.0361886807922702,1031183250.4947104,373817955.97898096,20.753972766725287,19.739279488158893,21.063303998431888
