"year","variable_id","value","display_name","accounting_block","sector_boundary","accounting_concept","nominal_or_real","role","status","source_stage","source_file","source_column","unit","allowed_use","prohibited_use","notes"
1949,"NFC_PAT",18907,"NFC profits after tax","surplus_distribution","NFC","PAT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1949,"NFC_PBT",28917,"NFC profits before tax","surplus_distribution","NFC","PBT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1949,"NFC_RETAINED",12308,"NFC undistributed profits after tax","surplus_distribution","NFC","RETAINED_PROFITS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1949,"NFC_TAX",9262,"NFC corporate income taxes","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1949,"NFC_TRANSFERS_NET",588,"NFC business current transfers net","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1949,"NFC_UNDISTRIBUTED",9538,"NFC undistributed profits with IVA and CCAdj","surplus_distribution","NFC","UNDISTRIBUTED_PROFITS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1949,"P_Y_NFC_GVA_IMPLICIT_SOURCE",18.1324353881236,"P_Y_NFC_GVA_IMPLICIT_SOURCE","output_value_added","NFC","deflator_or_price_support","price_index","output_value_added_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_output_price_objects_long.csv","value_index_2017","Index 2017=100","same-boundary NFC GVA deflation support","CORP/FIN deflator relabeling; productive capacity; capacity utilization","S11B and S11C confirmed the same-boundary source-level derivation | Reconstructed from T11400 lines 17 and 41. | Same-boundary NFC support only; not used as CORP or FIN deflator."
1949,"pKN_capacity",0.897266749855037,"D06 capacity weighted guarded capital valuation price","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME_PLUS_NRC","price_index","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","pKN_capacity","D06 guarded pKN index/support","valuation/provenance/accounting support","replacement with total-capital price object","Current-cost capacity divided by real capacity, scaled consistently with D06. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1949,"pKN_ME",1151.67918309904,"D06 ME guarded capital valuation price","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME","price_index","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","pKN_ME","D06 guarded pKN index/support","valuation/provenance/accounting support","replacement with S12D/S29C recursive price object","D05/D06 guarded pKN price support. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1949,"pKN_NRC",0.507352328557344,"D06 NRC guarded capital valuation price","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","NRC","price_index","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","pKN_NRC","D06 guarded pKN index/support","valuation/provenance/accounting support","replacement with S12D/S29C recursive price object","D05/D06 guarded pKN price support. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1949,"Y_REAL_NFC_GVA_BASELINE",751642,"Authoritative real NFC gross value added level","output_value_added","NFC","GVA","real","output_value_added_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","real_output_value","Millions of 2017-price-equivalent dollars","baseline realized output level for D07 level/accounting panel","productive capacity; capacity utilization; corporate or financial real residual output","S30A authorizes this as the real output baseline. | No corporate or financial real residual output is constructed."
1950,"CORP_CFC",13288,"Corporate consumption of fixed capital","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_COMP",98654,"Corporate compensation of employees","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_COMPENSATION_SHARE_GVA",0.608547071813662,"Corporate compensation share of GVA","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","corporate wage-share robustness/reconciliation variant","NFC baseline replacement without explicit choice; model/econometric use in D07-0","Corporate wage share is robustness/reconciliation below the NFC baseline. | Already constructed S30B accounting ratio consumed without recomputation."
1950,"CORP_COMPENSATION_SHARE_NVA",0.662881485761896,"Corporate compensation share of NVA","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","corporate wage-share robustness/reconciliation variant","NFC baseline replacement without explicit choice; model/econometric use in D07-0","Corporate net-value-added wage share is robustness/reconciliation below the NFC baseline. | Already constructed S30B accounting ratio consumed without recomputation."
1950,"CORP_DIVIDENDS_NET",8051,"Corporate net dividends","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_GVA",162114,"Corporate gross value added","output_value_added; surplus_distribution","CORP","GVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation and robustness level; corporate reconciliation, robustness, and accounting comparison","productive-origin baseline; real CORP output unless directly validated; clean productive-origin surplus baseline without NFC gate","Corporate legal boundary is reconciliation, not clean productive-origin baseline.; Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_NET_INT",-133,"Corporate net interest and miscellaneous payments","surplus_distribution; financial_correction_candidate","CORP","NONE_NOT_APPLICABLE; NET_INTEREST_AND_MISC_PAYMENTS","nominal_or_ratio; nominal","surplus_accounting_ingredient; candidate_only","AUTHORIZED_FOR_D07_LEVEL_PANEL; CANDIDATE_ONLY_REQUIRES_CROSSWALK","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison; candidate audit trail only","clean productive-origin surplus baseline without NFC gate; baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline.; Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_NOS",35351,"Corporate net operating surplus","surplus_distribution","CORP","NOS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_NVA",148826,"Corporate net value added","output_value_added; surplus_distribution","CORP","NVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation and robustness level; corporate reconciliation, robustness, and accounting comparison","productive-origin baseline; real CORP output unless directly validated; clean productive-origin surplus baseline without NFC gate","Corporate net value-added reconciliation line.; Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_PAT",22438,"Corporate profits after tax","surplus_distribution","CORP","PAT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_PBT",39202,"Corporate profits before tax","surplus_distribution","CORP","PBT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_TAX",17728,"Corporate income taxes","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_TRANSFERS_NET",694,"Corporate business current transfers net","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"CORP_UNDISTRIBUTED",9011,"Corporate undistributed profits with IVA and CCAdj","surplus_distribution","CORP","UNDISTRIBUTED_PROFITS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1950,"I_current_ME",411,"Current-dollar ME gross investment source ingredient","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME","nominal_current_cost","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_asset_refrozen_gpim_panel.csv","I_current","Millions of current dollars","source nominal investment ingredient","model transformation; total-capital aggregation","Mapped from D05/D06 asset panel. | D06 ME I_current read without pKN, survival, or warmup revision."
1950,"I_current_NRC",202,"Current-dollar NRC gross investment source ingredient","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","NRC","nominal_current_cost","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_asset_refrozen_gpim_panel.csv","I_current","Millions of current dollars","source nominal investment ingredient","model transformation; total-capital aggregation","Mapped from D05/D06 asset panel. | D06 NRC I_current read without pKN, survival, or warmup revision."
1950,"I_real_ME_guardian",37.2989251714062,"GPIM-guarded real ME investment ingredient","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME","real","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_real_investment_guardian_panel.csv","I_real_guardian","D06 real guarded investment units","GPIM-guarded real investment ingredient","new pKN revision or rebasing","Constructed as I_current / (D05 pKN_guardian/100). | D06 ME I_real_guardian read without pKN, survival, or warmup revision."
1950,"I_real_NRC_guardian",34782.913788204,"GPIM-guarded real NRC investment ingredient","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","NRC","real","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_real_investment_guardian_panel.csv","I_real_guardian","D06 real guarded investment units","GPIM-guarded real investment ingredient","new pKN revision or rebasing","Constructed as I_current / (D05 pKN_guardian/100). | D06 NRC I_real_guardian read without pKN, survival, or warmup revision."
1950,"K_current_capacity_refrozen",5005.66079171459,"D06 refrozen current-cost capacity capital","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME_PLUS_NRC","nominal_current_cost","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","K_current_capacity_refrozen","Millions of current dollars","nominal/current-cost capacity-capital accounting object","total capital; total fixed assets; IPP; residential; government transportation baseline capital","Current-cost ME + NRC accounting support. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1950,"K_current_ME_refrozen",2105.47867182175,"D06 refrozen current-cost machinery and equipment stock","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME","nominal_current_cost","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","K_current_ME_refrozen","Millions of current dollars","asset-level current-cost component","total capital baseline or standalone capacity replacement","Current-cost ME component. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1950,"K_current_NRC_refrozen",2900.18211989285,"D06 refrozen current-cost nonresidential construction stock","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","NRC","nominal_current_cost","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","K_current_NRC_refrozen","Millions of current dollars","asset-level current-cost component","total capital baseline or standalone capacity replacement","Current-cost NRC component. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1950,"K_real_capacity_refrozen",499581.09864985,"D06 refrozen real capacity capital","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME_PLUS_NRC","real","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","K_real_capacity_refrozen","D06 real GPIM stock units","baseline capacity-capital level object","total capital; total fixed assets; IPP; residential; government transportation baseline capital","K_capacity = ME + NRC, refrozen in D06. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1950,"K_real_ME_refrozen",191.075648248835,"D06 refrozen real machinery and equipment stock","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME","real","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","K_real_ME_refrozen","D06 real GPIM stock units","asset-level baseline component","total capital baseline or standalone capacity replacement","ME component of K_capacity. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1950,"K_real_NRC_refrozen",499390.023001601,"D06 refrozen real nonresidential construction stock","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","NRC","real","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","K_real_NRC_refrozen","D06 real GPIM stock units","asset-level baseline component","total capital baseline or standalone capacity replacement","NRC component of K_capacity. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
1950,"NFC_CFC",12848,"NFC consumption of fixed capital","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_COMP",94387,"NFC compensation of employees","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_COMPENSATION_SHARE_GVA",0.609475288313768,"NFC compensation share of GVA","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","preferred operational distributive variable","profit-share-first operational replacement; model/econometric use in D07-0","S30B preserves NFC_COMP / NFC_GVA as the preferred unadjusted wage-share baseline. | Already constructed S30B accounting ratio consumed without recomputation."
1950,"NFC_COMPENSATION_SHARE_NVA",0.664612936388345,"NFC compensation share of NVA","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","wage-share robustness variant","profit-share-first operational replacement; model/econometric use in D07-0","S30B preserves this as a net-value-added wage-share robustness variant. | Already constructed S30B accounting ratio consumed without recomputation."
1950,"NFC_DIVIDENDS_NET",7375,"NFC net dividends","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_GVA",154866,"NFC gross value added","output_value_added; surplus_distribution","NFC","GVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","nominal NFC output/value-added accounting level; NFC productive-origin accounting ingredient","real output unless same-boundary validated deflator is used; financial-sector productive equivalence; model-ready transformation","Direct provider income-account line.; NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_NET_INT",932,"NFC net interest and miscellaneous payments","surplus_distribution; financial_correction_candidate","NFC","NONE_NOT_APPLICABLE; NET_INTEREST_AND_MISC_PAYMENTS","nominal_or_ratio; nominal","surplus_accounting_ingredient; candidate_only","AUTHORIZED_FOR_D07_LEVEL_PANEL; DIAGNOSTIC_ONLY","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient; bounded diagnostic/proxy evidence; not exact Shaikh correction","financial-sector productive equivalence; model-ready transformation; baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","NFC is the strict productive-origin baseline; use available direct provider names.; Counterparty is not identified; actual and imputed components are not separated; miscellaneous payments are included; not an exact Appendix 6.7 measure. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_NOS",33268,"NFC net operating surplus","surplus_distribution; financial_correction_candidate","NFC; CORP_FIN_BOUNDARY","NOS; corporate_financial_boundary_candidate","nominal_or_ratio; nominal","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL; DIAGNOSTIC_ONLY","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient; role-lock evidence; baseline authorization is recorded in the surplus scaffold, not this financial-correction ledger","financial-sector productive equivalence; model-ready transformation; replacement by after-interest or financial-residual measure","NFC is the strict productive-origin baseline; use available direct provider names.; Observable productive-origin corporate surplus proxy before financial distribution. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_NVA",142018,"NFC net value added","output_value_added; surplus_distribution","NFC","NVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","nominal NFC net value-added accounting level; NFC productive-origin accounting ingredient","real output by residual deflation; financial-sector productive equivalence; model-ready transformation","Direct provider income-account line.; NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_PAT",24784,"NFC profits after tax","surplus_distribution","NFC","PAT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_PBT",42512,"NFC profits before tax","surplus_distribution","NFC","PBT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_RETAINED",16733,"NFC undistributed profits after tax","surplus_distribution","NFC","RETAINED_PROFITS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1950,"NFC_TAX",16764,"NFC corporate income taxes","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
