"variable_id","display_name","accounting_block","sector_boundary","source_stage","source_file","source_column","source_variable_id_if_applicable","transformation_type","transformation_formula","D07_0_contract_status","D07_consumption_status","notes"
"FIN_NVA","FIN_NVA","surplus_distribution","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_NVA","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_COMP","FIN_COMP","surplus_distribution","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_COMP","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_CFC","FIN_CFC","surplus_distribution","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_CFC","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_NOS","FIN_NOS","surplus_distribution","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_NOS","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_PBT","FIN_PBT","surplus_distribution","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_PBT","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_NET_INT","FIN_NET_INT","surplus_distribution","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_NET_INT","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_TRANSFERS","FIN_TRANSFERS","surplus_distribution","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_TRANSFERS","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_DIVIDENDS","FIN_DIVIDENDS","surplus_distribution","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_DIVIDENDS","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC_NET_OPERATING_SURPLUS_SHARE_GVA","NFC_NET_OPERATING_SURPLUS_SHARE_GVA","surplus_distribution","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC_NET_OPERATING_SURPLUS_SHARE_GVA","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC_NET_OPERATING_SURPLUS_SHARE_NVA","NFC_NET_OPERATING_SURPLUS_SHARE_NVA","surplus_distribution","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC_NET_OPERATING_SURPLUS_SHARE_NVA","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP_NET_OPERATING_SURPLUS_SHARE_GVA","CORP_NET_OPERATING_SURPLUS_SHARE_GVA","surplus_distribution","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP_NET_OPERATING_SURPLUS_SHARE_GVA","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP_NET_OPERATING_SURPLUS_SHARE_NVA","CORP_NET_OPERATING_SURPLUS_SHARE_NVA","surplus_distribution","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP_NET_OPERATING_SURPLUS_SHARE_NVA","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"e_NFC_CONSTRUCTION_CONTRACT","NFC exploitation-rate construction contract","surplus_distribution","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","e_NFC_CONSTRUCTION_CONTRACT","blocked_not_consumed","not_applicable","REVIEW_REQUIRED","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"e_CORP_CONSTRUCTION_CONTRACT","CORP exploitation-rate construction contract","surplus_distribution","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","e_CORP_CONSTRUCTION_CONTRACT","blocked_not_consumed","not_applicable","REVIEW_REQUIRED","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC_NET_INT","NFC_net_interest_misc_payments","financial_correction_candidate","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC_NET_INT","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP_NET_INT","CORP_net_interest_misc_payments","financial_correction_candidate","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP_NET_INT","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"T711_L4","BankMonIntPaid_paid_financial","financial_correction_candidate","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","T711_L4","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"T711_L28","BankMonIntPaid_received_financial","financial_correction_candidate","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","T711_L28","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"T711_L44","BankMonIntPaid_paid_banks_credit_investment","financial_correction_candidate","FIN_SUBSECTOR","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","T711_L44","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"T711_L52","BankMonIntPaid_paid_state_local","financial_correction_candidate","STATE_LOCAL_GOVERNMENT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","T711_L52","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"T711_L53","CorpNFNetImpIntPaid_line53","financial_correction_candidate","REST_OF_WORLD","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","T711_L53","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"T711_L73","BankMonIntPaid_received_federal","financial_correction_candidate","FEDERAL_GOVERNMENT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","T711_L73","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"T711_L74","CorpNFNetImpIntPaid_line74","financial_correction_candidate","STATE_LOCAL_GOVERNMENT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","T711_L74","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"T711_L91","BankMonIntPaid_paid_government","financial_correction_candidate","GOVERNMENT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","T711_L91","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP_IMPUTED_INTEREST_ADJ","Corp Imputed Interest Adj","financial_correction_candidate","CORPORATE_CONCEPTUAL","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP_IMPUTED_INTEREST_ADJ","blocked_not_consumed","not_applicable","CANDIDATE_ONLY_REQUIRES_CROSSWALK","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC_NOS","NFC_NOS","financial_correction_candidate","CORP_FIN_BOUNDARY","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC_NOS","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_NOS_IMPLIED","FIN_NOS_IMPLIED","financial_correction_candidate","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_NOS_IMPLIED","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_COMP_IMPLIED","FIN_COMP_IMPLIED","financial_correction_candidate","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_COMP_IMPLIED","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_NVA_IMPLIED","FIN_NVA_IMPLIED","financial_correction_candidate","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_NVA_IMPLIED","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN_GVA_IMPLIED","FIN_GVA_IMPLIED","financial_correction_candidate","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN_GVA_IMPLIED","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC_SURPLUS_AFTER_NET_INTEREST_PROXY","NFC_SURPLUS_AFTER_NET_INTEREST_PROXY","financial_correction_candidate","CORP_FIN_BOUNDARY","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC_SURPLUS_AFTER_NET_INTEREST_PROXY","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY","CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY","financial_correction_candidate","CORP_FIN_BOUNDARY","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FINANCIAL_RESIDUAL_FAMILY","FINANCIAL_RESIDUAL_FAMILY","financial_correction_candidate","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FINANCIAL_RESIDUAL_FAMILY","blocked_not_consumed","not_applicable","DIAGNOSTIC_ONLY","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP__IPP__official_price_index","CORP_intellectual_property_products_official_price_index","frontier_context","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP__IPP__official_price_index","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN__IPP__cfc_current_cost","FIN_intellectual_property_products_cfc_current_cost","frontier_context","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN__IPP__cfc_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN__IPP__gross_investment_current_cost","FIN_intellectual_property_products_gross_investment_current_cost","frontier_context","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN__IPP__gross_investment_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN__IPP__gross_stock_current_cost","FIN_intellectual_property_products_gross_stock_current_cost","frontier_context","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN__IPP__gross_stock_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN__IPP__net_stock_current_cost","FIN_intellectual_property_products_net_stock_current_cost","frontier_context","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN__IPP__net_stock_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN__IPP__net_stock_quantity_index","FIN_intellectual_property_products_net_stock_quantity_index","frontier_context","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN__IPP__net_stock_quantity_index","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"FIN__IPP__official_price_index","FIN_intellectual_property_products_official_price_index","frontier_context","FIN","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","FIN__IPP__official_price_index","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"NFC__IPP__official_price_index","NFC_intellectual_property_products_official_price_index","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","NFC__IPP__official_price_index","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"DOWNSTREAM__GOV_TRANS_GPIM","GOV_TRANS_GPIM","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","DOWNSTREAM__GOV_TRANS_GPIM","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"DOWNSTREAM__IPP_NFC_GPIM","IPP_NFC_GPIM","frontier_context","NFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","DOWNSTREAM__IPP_NFC_GPIM","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","frontier_context","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP__IPP__cfc_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP__IPP__gross_investment_current_cost","CORP_intellectual_property_products_gross_investment_current_cost","frontier_context","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP__IPP__gross_investment_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP__IPP__gross_stock_current_cost","CORP_intellectual_property_products_gross_stock_current_cost","frontier_context","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP__IPP__gross_stock_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP__IPP__net_stock_current_cost","CORP_intellectual_property_products_net_stock_current_cost","frontier_context","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP__IPP__net_stock_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP__IPP__net_stock_quantity_index","CORP_intellectual_property_products_net_stock_quantity_index","frontier_context","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP__IPP__net_stock_quantity_index","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP__IPP__retirements","CORP_intellectual_property_products_retirements","frontier_context","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP__IPP__retirements","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"CORP__IPP__revaluation_holding_gains","CORP_intellectual_property_products_revaluation_holding_gains","frontier_context","CORP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","CORP__IPP__revaluation_holding_gains","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"GOV_TRANS__gross_stock_current_cost","GOV_TRANS_gross_stock_current_cost","frontier_context","GOV_TRANS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","GOV_TRANS__gross_stock_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","GOV_TRANS_highways_streets_cfc_current_cost","frontier_context","GOV_TRANS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","GOV_TRANS_highways_streets_gross_investment_current_cost","frontier_context","GOV_TRANS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","GOV_TRANS_highways_streets_net_stock_current_cost","frontier_context","GOV_TRANS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","GOV_TRANS_highways_streets_net_stock_quantity_index","frontier_context","GOV_TRANS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","metadata_only_not_consumed","not_applicable","PARKED_FRONTIER_CONTEXT","NOT_CONSUMED_STATUS_BLOCKED","D07-0 did not authorize this variable for source-of-truth panel consumption."
