year,y,k_NR,k_ME,m,nrs,omega,omega_kME,phi,p_Y,p_M,tot,pcu,rer,ner,D1973,D1975,D7375,D1982,Y_real,M_real,K_NR_gross,K_ME_gross,GOS,I_total,NRS,pi,in_sample,current_account_gdp,q_bop_lag1,k_CL,c_t,s_t,omega_mean_est,omega_t_centered,omega_c,g_k_ME,g_k_NR,g_K_consistent,w_g,mu_threshold,regime_threshold,theta_NRC_threshold,theta_ME_threshold,theta_overall_threshold
1998,17.620935307289084,18.966418772109304,18.84494547283081,16.31899712866459,16.604427544054865,0.4050958330904683,7.634008885860846,0.8856146995846323,81.41760862487652,75.79516246126309,4.446259009220509,-0.13590073512959117,4.225425788110885,6.131921289087684,0,0,0,0,44944336.13576658,12225043.219600355,172588166.17225322,152846616.93650264,26737572.846150175,10474176.07055266,16263396.775597516,0.5949041669095316,FALSE,-0.04512458659095476,-0.04297668785144207,19.600672640425444,-0.12147329927849526,0.4696689624766495,0.5646080114850325,-0.15951217839456416,0.019376470584687618,0.1428988849549171,0.04457216590367352,0.0907531740242041,0.7395352477473264,1.0017546147312235,1,0.7246067835412575,0.23596242614529928,0.3632370576341044
1999,17.61361081113189,19.000517514550825,18.935788944377627,16.158622492771958,16.653758454561338,0.4251029962168492,8.049660615984818,0.9373218459586364,83.4405246313303,78.73241631283511,4.5008573393627085,-0.17956922122839475,4.311254379367567,6.232246131725247,0,0,0,0,44616344.172736935,10413592.612986038,178574692.05580586,167381959.99924302,25649802.5846643,8563999.382340476,17085803.202323824,0.5748970037831507,FALSE,0.00983633484187272,-0.04512458659095476,19.661824042095525,-0.06472857017319811,0.4838235050690951,0.5646080114850325,-0.13950501526818326,0.009029960170299674,0.09084347154681893,0.03409874244152178,0.061553176171442944,0.714052621655254,0.9275292775561277,1,0.6512950862032192,0.3092741234833376,0.4070741211120339
2000,17.6572225677643,19.03388445080959,19.036708189789028,16.288383750156374,16.673206232202514,0.4261650910860889,8.112780479680735,1.002827729485513,87.28627212530193,85.06718574995514,4.549812542054427,-0.08626265182406222,4.38051723213565,6.289476449617249,0,0,0,0,46605194.72946803,11856463.85893036,184633705.64209297,185155799.81555665,26743687.672499377,9322351.45823651,17421336.214262865,0.5738349089139111,FALSE,0.00167755359361861,0.00983633484187272,19.72844449754665,0.002823738979436996,0.5007059342757954,0.5646080114850325,-0.13844292039894357,-3.909266707575902e-4,0.10091924541140074,0.033366936258765634,0.06719077832552316,0.7520505986002096,209.55258449380545,2,0.3479624854897672,0.30878195946791837,0.3184967474415647
2001,17.690156065165045,19.071895739385024,19.127990290947135,16.30503520824385,16.721849659277474,0.4183546082112362,8.00228288403752,1.0576976859773048,90.6405883767224,93.73940475108576,4.474572780798356,-0.23442476996741912,4.5286125187617845,6.452724596840261,0,0,0,0,48165620.898592375,12055544.158664051,191786961.6819007,202852625.5715644,28015311.438310836,9725592.390481297,18289719.04782954,0.5816453917887638,FALSE,-0.0027412750578622,0.00167755359361861,19.793483469008066,0.056094551562111405,0.5140199618171558,0.5646080114850325,-0.14625340327379627,-0.008204019071076239,0.09128210115810731,0.0380112885754329,0.06539354962514807,0.7175145319506554,206.20242443906287,2,0.36908560183637673,0.28765884312130885,0.3106607191686759
2002,17.711593717770285,19.108864427128378,19.214846994252635,16.314772906519458,16.723841155579606,0.4268990183860807,8.202799320285184,1.1118024944228562,94.46366492130696,97.13769022301508,4.512730625337726,-0.22500033317488988,4.560447691084166,6.535593095617135,0,0,0,0,49209326.070127815,12173510.840045176,199009760.08281904,221259547.67457235,28201913.075349677,9875733.826541862,18326179.248807818,0.5731009816139192,FALSE,0.00360190190894639,-0.0027412750578622,19.85640627270124,0.1059825671242578,0.5264708690131101,0.5646080114850325,-0.1377089930989518,-0.014594752604723612,0.0868567033055001,0.03696868774335371,0.06323327464969648,0.7231560333097505,204.15269200681092,2,0.34597761054719567,0.3107668344104899,0.3205147253464179
2003,17.75039846302527,19.149679854994854,19.300734015205528,16.407934897876128,16.756170280915285,0.4259551372862888,8.221246807173015,1.1630596479315871,100.00000015638312,100.00000000603102,4.605170185988091,-0.1623777629916468,4.605170185988092,6.538914574222246,0,0,0,0,51156415.26,13362126.704544002,207300472.1447065,241102814.14867416,29366077.374852296,10437747.727328643,18928329.647523653,0.5740448627137111,FALSE,0.01738961168807168,0.00360190190894639,19.921203578068027,0.15105416021067342,0.5376918981609026,0.5646080114850325,-0.13865287419874367,-0.020944093472887372,0.08588702095289236,0.04081542786647674,0.06505005830624737,0.7099264247563438,203.6046983023668,2,0.34853029654724604,0.30821414841043954,0.31990879764053587
2004,17.809054906822023,19.188109698586516,19.402049375031893,16.589216817202622,16.858448996890697,0.401823594993902,7.796201230124505,1.2385479389256675,107.47765981251088,93.79256331775515,4.820710918442079,0.23410085600958344,4.515043360984012,6.412720914909783,0,0,0,0,54246818.68,16017890.58681149,215422052.89767325,266810539.61554933,32449166.981020045,11482404.62461372,20966762.356406324,0.598176405006098,FALSE,0.04153634200123589,0.01738961168807168,19.993937112703023,0.2139396764453778,0.5532818473032457,0.5646080114850325,-0.16278441649113046,-0.034826045394462074,0.10131535982636564,0.03842984359166124,0.07322325818261674,0.765548417759869,203.75566167737017,2,0.413793018920839,0.2429514260368466,0.28300550780092293
2005,17.86315904587946,19.230708291330163,19.540671538311447,16.784662383534425,16.849465070909144,0.3887470001595428,7.596377441621533,1.3633750050642723,115.59472280958984,94.4071860986496,4.954715272193437,0.4207795265334131,4.464604412229081,6.327691714019528,0,0,0,0,57262644.8,19475394.057501387,224796991.14999685,306482598.94756013,35001963.41279855,14222721.30222801,20779242.110570543,0.6112529998404572,FALSE,0.03142082211306914,0.04153634200123589,20.090798975658934,0.3099632469812832,0.576876290111732,0.5646080114850325,-0.1758610113254897,-0.054510450087861005,0.13862216327955323,0.042598592743647856,0.09799231387768317,0.8160623636236368,203.55006444246112,2,0.4491581094702312,0.20758633548745437,0.2520204766090914
2006,17.90803632017195,19.273604164643498,19.670583323377503,16.896179232121476,16.97097106808271,0.3651752066024995,7.183209329106061,1.4873249319937665,129.95377279170046,93.9242148586696,5.216609931244421,0.9703383858257656,4.430571998043067,6.273373208340025,0,0,0,0,59890971.18,21772956.54303004,234649663.1458049,349000294.2806944,38020273.40571915,14556433.466179948,23463839.939539205,0.6348247933975004,FALSE,0.07186547147916003,0.03142082211306914,20.1848119731194,0.39697915873400547,0.5979616546526426,0.5646080114850325,-0.19943280488253295,-0.079170667106231,0.1299117850660565,0.04289587331333422,0.09492805188610036,0.8183278221087361,203.00625547320516,2,0.5129070153678164,0.14383742958986923,0.2108871050315755
2007,17.953012417762558,19.317521903329077,19.803371992669888,17.055546806935446,17.00015842315197,0.3559182343457447,7.0483811937230385,1.6255562897297555,137.03923628032103,97.94110514008533,5.2506145897154,0.9646939023320188,4.387414113592266,6.258989870865547,0,0,0,0,62646127,25534647.335270766,245184587.531842,398561348.4071816,40349228.08956071,16190448.329099298,24158779.760461412,0.6440817656542552,FALSE,0.07227187747469795,0.07186547147916003,20.282814696817866,0.4858500893408113,0.6191283333320087,0.5646080114850325,-0.20868977713928777,-0.10139194686763696,0.13278866929238475,0.04391773868557891,0.0989402498338352,0.830938143399093,204.03563755756832,2,0.537942100282519,0.1188023446751666,0.18966288993339603
2008,17.98898097691127,19.36788023187854,19.957314096725327,17.211785641473323,16.866781694024674,0.3768038606709044,7.519993000267966,1.8029674031826337,137.36509637016275,111.68287839858267,5.093735833093886,0.843818193679006,4.411103294979889,6.2572643648367,0,0,0,0,64940432,29852693.89511424,257847847.84263232,464891264.64106166,40470626.50876366,19328424.54432114,21142201.964442525,0.6231961393290957,FALSE,-0.0070371617832256,0.07227187747469795,20.398558874733006,0.5894338648467858,0.6432352374613601,0.5646080114850325,-0.1878041508141281,-0.11069812644864017,0.15394210405543873,0.050358328549464204,0.11698706298419395,0.8464268042251835,200.17288287459232,2,0.4814578185925117,0.1752866263651739,0.2223063148097118
2009,17.972019042945508,19.41486672705043,20.05884359321807,17.002666377142262,16.932506366094803,0.3918599767086992,7.8602579832418735,1.9040379467144104,141.30315110184927,100.51730982612372,5.138804118495592,0.6565997525292728,4.402874373973899,6.327342535770274,0,0,0,0,63848206,24219444.90946576,270252354.58144635,514570738.31199193,38828649.48394777,16250201.81892966,22578447.66501811,0.6081400232913008,FALSE,0.03492968313874286,-0.0070371617832256,20.480968890978026,0.643976866167641,0.6556518825343227,0.5646080114850325,-0.17274803477633327,-0.11124573807188178,0.1015294964927449,0.046986495171889686,0.08274771666698046,0.8044693943173579,187.27625792836966,2,0.4407391977479085,0.2160052472097771,0.25994761267595085
2010,18.022694459592724,19.446985776546818,20.15210243055284,17.276464792860864,16.936899780415004,0.3749755558960666,7.556545811371027,2.0240827885166706,154.5493893709071,95.28537904066002,5.337539899373613,0.9572459445143472,4.347929636495521,6.235148962958114,0,0,0,0,67167124,31847351.874271143,279073508.53836894,564867885.3634727,41981094.34015997,19303231.974767543,22677862.365392424,0.6250244441039334,FALSE,0.02781537731270519,0.03492968313874286,20.553593611644338,0.705116654006023,0.6693212223563143,0.5646080114850325,-0.18963245558896585,-0.13371300257583735,0.09325883733476914,0.03211904949638722,0.07304120702697872,0.854587725766644,192.8835296357111,2,0.48640239053444656,0.17034205442323902,0.2163011066921286
2011,18.083073373908885,19.496694200520928,20.284521418774755,17.423495492625882,16.927499435349564,0.3738098048186586,7.582552992392091,2.1986141240522814,158.0859400059298,108.84558343375352,NA,NA,NA,NA,0,0,0,0,71347536.47128351,36891638.80282608,293296382.6282409,644845569.3798926,44677127.78866089,22211446.30562356,22465681.48303733,0.6261901951813413,FALSE,-0.02900676187847916,0.02781537731270519,20.659411830284018,0.7878272182538275,0.687364601912933,0.5646080114850325,-0.19079820666637387,-0.1503160204057882,0.13241898822191445,0.049708423974109905,0.10656073804229615,0.8541619248990358,195.76162223471823,2,0.48955511438440946,0.16718933057327612,0.2142025359627054
2012,18.142806681150105,19.550101249346067,20.41681013238969,17.460942240060273,16.998556965268282,0.3530543014669379,7.208242639473942,2.3790681634250386,159.29287348471053,110.59687951507458,NA,NA,NA,NA,0,0,0,0,75739219.93595766,38299302.40668297,309386310.35619414,736051121.1679598,48999162.54781734,24879041.092577595,24120121.455239747,0.646945698533062,FALSE,-0.03835971730024996,-0.02900676187847916,20.767701229536797,0.8667088830436214,0.7040604238695216,0.5646080114850325,-0.2115537100180946,-0.18335547971351693,0.13228871361493333,0.05340704882513947,0.10894450717257526,0.8549237607119102,203.07492180050923,2,0.5456874840670085,0.11105696089067707,0.1741115226729142
2013,18.17535623233987,19.60000461852894,20.527182377148065,17.47935251343817,17.097531222676686,0.3374997594779841,6.927919115048185,2.527366265189225,162.89411995099985,110.51286226389352,NA,NA,NA,NA,0,0,0,0,78245058.27380379,39010933.596748784,325217458.14475405,821943632.5656402,51837369.92605415,25207842.20793681,26629527.71811734,0.6625002405220158,FALSE,-0.03634800874269168,-0.03835971730024996,20.86055611048967,0.927177758619127,0.7165023632876545,0.5646080114850325,-0.22710825200704837,-0.21056972005980296,0.11037224475837704,0.049903369182871415,0.09322946143806832,0.8482508961319506,1.0255861595316542,1,0.9722972161435641,-0.011728006457007334,0.1375969392561872
2014,18.193123942275893,19.64929451848993,20.616632874970392,17.411273792898402,17.16058653632305,0.3402362245219792,7.014525331735644,2.630932527350279,172.42813625630103,125.82789102184772,NA,NA,NA,NA,0,0,0,0,79647717.89735402,36443504.33153397,341649022.6428566,898855526.6085235,52548679.06816661,24185948.529659256,28362730.538507357,0.6597637754780208,FALSE,-0.02338471314709304,-0.03634800874269168,20.93878402836178,0.967338356480461,0.724588658019001,0.5646080114850325,-0.22437178696305327,-0.21704343564142406,0.08945049782232672,0.049289899960992756,0.0783898136705775,0.826827021793759,0.9827422831036755,1,0.9622700625779012,-0.0017008528913443621,0.16523286144466148
2015,18.214415093521488,19.696867862183655,20.69100271468294,17.40269535055136,17.21361642523038,0.3348317142876987,6.928003909288717,2.7023853676999376,180.97085640298448,125.75517984191352,NA,NA,NA,NA,0,0,0,0,81361690.98891631,36132212.937324695,358295227.44299155,968251779.9586616,54119216.51775145,24211818.735335067,29907397.78241638,0.6651682857123012,FALSE,-0.01627297230388255,-0.02338471314709304,21.005845168080906,0.9941348524992861,0.729903859083897,0.5646080114850325,-0.22977629719733378,-0.22842862532210353,0.07436983971254918,0.04757334369372401,0.06713220954779078,0.8085959537351004,200.9496355241557,2,0.5949696904671554,0.06177475449053016,0.1638304226844103
2016,18.231793596265643,19.739279488158893,20.753972766725287,17.41432182968516,17.277504824444378,0.3293602951378692,6.83553459573194,2.7585171712636827,189.2243146905959,123.37626133139206,NA,NA,NA,NA,0,0,0,0,82787992.9588311,36554754.93520973,373817955.97898096,1031183250.4947104,55520915.16403865,23640423.807900287,31880491.356138363,0.6706397048621308,FALSE,-0.01330366276500412,-0.01627297230388255,21.063303998431888,1.0146932785663942,0.7339376263475249,0.5646080114850325,-0.2352477163471633,-0.23870427657556026,0.06297005204234551,0.0424116259752374,0.057500228404371814,0.8037549034053109,200.36563001720393,2,0.6097669091711393,0.04697753578654629,0.15742219072887031
2017,18.245279208990492,19.77678453235519,20.810767899104825,17.457904184476696,17.323486215627447,0.329834392870671,6.86410699517369,2.8122457592956493,198.360427699044,123.53626596245476,NA,NA,NA,NA,0,0,0,0,83912001.7090287,38183123.565406725,388104244.29104006,1091444515.17212,56234937.57076851,22854312.042751275,33380625.52801724,0.6701656071293289,FALSE,-0.01466242645104701,-0.01330366276500412,21.11500298597872,1.0339833667496343,0.7376874254337796,0.5646080114850325,-0.23477361861436147,-0.24275201659887208,0.056795132379537705,0.03750504419629763,0.05173509968458258,0.809838102906323,197.80897204683865,2,0.6084847321623554,0.048259712795330145,0.15479316527750564
2018,18.28440404714271,19.814135076873143,20.868359584993108,17.540444182019467,17.37587361464138,0.3179679732626864,6.635470002557214,2.869748823851837,201.514754699042,128.6437985891952,NA,NA,NA,NA,0,0,0,0,87260115.31268035,41468480.14392931,402874266.2739487,1156147951.7998362,59514193.30003907,24338227.60370686,35175965.69633221,0.6820320267373136,FALSE,-0.02686109890357167,-0.01466242645104701,21.16732467841106,1.0542245081199653,0.7415852951911679,0.5646080114850325,-0.2466400382223461,-0.2600139729776422,0.05759168588828345,0.0373505445179525,0.05236107731607553,0.815665940603316,204.65982680098722,2,0.6405769556539631,0.01616748930372247,0.13126742096177949
2019,18.290825618674155,19.851127158636658,20.921176270976257,17.522944139762533,17.388252440383233,0.3049138991284411,6.37915743113679,2.915522684601114,206.68634725673348,135.53431565713575,NA,NA,NA,NA,0,0,0,0,87822265.39672999,40749093.00113303,418056504.104398,1218853221.1614113,61044036.024320275,25429926.92280681,35614109.10151346,0.6950861008715589,FALSE,-0.03377050521349999,-0.02686109890357167,21.21607598736751,1.0700491123395999,0.7446062555242541,0.5646080114850325,-0.2596941123565914,-0.2778854544069909,0.05281668598314937,0.03699208176351476,0.0487751810566502,0.8063042294694082,205.66592695162257,2,0.6758811399346475,-0.01913669497696191,0.11548532008874596
2020,18.22746297188566,19.88413608044042,20.958375997508856,17.39140352722767,17.275807062508274,0.3388187082985331,7.101089883510931,2.927766709092642,226.6908236821332,143.6805160096877,NA,NA,NA,NA,0,0,0,0,82430244.45446147,35726509.250489965,432086380.22313297,1265048119.469634,54501335.50366851,22674923.71215579,31826411.79151272,0.6611812917014669,FALSE,0.00943846776789366,-0.03377050521349999,21.25220707739002,1.0742399170684358,0.7454023942702512,0.5646080114850325,-0.22578930318649937,-0.242551882330005,0.03719972653259873,0.0330089218037628,0.036132757682556194,0.7674134774657484,177.87597444080117,2,0.5841870359612163,0.07255740899646923,0.19155556475769614
2021,18.33485804559489,19.918771364948537,21.00775381517882,17.668203033983964,17.272568332617936,0.3678456619978876,7.727611109233102,2.971249139936205,242.29395699140065,158.70778005377412,NA,NA,NA,NA,0,0,0,0,91775693.66080566,47119761.416794,447313999.1638458,1329081335.2970011,58016402.870831266,26292901.49102124,31723501.379810028,0.6321543380021124,FALSE,-0.04388045612059049,0.00943846776789366,21.29785205497754,1.088982450230283,0.7481900619269471,0.5646080114850325,-0.19676234948714488,-0.2142707454575783,0.04937781766996352,0.03463528450811637,0.04566550130743886,0.8090131806850299,183.4540254855555,2,0.5056848831489711,0.1510595618087145,0.21878832398003928
2022,18.355287129984216,19.95499293320013,21.056592421519277,17.681481201359816,17.337498968827955,0.3449338122965359,7.2631306979289905,3.008974997333632,260.58114150281006,207.1981544594224,NA,NA,NA,NA,0,0,0,0,93669869.31160428,47749597.77807941,463813427.396574,1395603006.463909,61359964.192634314,27508291.57185361,33851672.62078071,0.655066187703464,FALSE,-0.07240450587511076,-0.04388045612059049,21.34352853020689,1.1015994883191453,0.7505596815482511,0.5646080114850325,-0.21967419918849657,-0.24199298542296582,0.04883860634045689,0.036221568251594505,0.04569140834165321,0.8022578019057712,0.8400793210143908,1,0.9450568209518023,0.015512388734754468,0.19932254798760538
2023,18.362034563087477,19.988068252496294,21.100273312683296,17.563604298162204,17.395720357630992,0.3269540204435793,6.898819192040165,3.041056719715428,277.67088847366585,188.7848950383785,NA,NA,NA,NA,0,0,0,0,94304037.58655632,42440102.97875415,479410725.511694,1457915208.3209856,63470953.35356931,27589885.46003452,35881067.89353479,0.6730459795564206,FALSE,-0.0215769458206213,-0.07240450587511076,21.38457447455338,1.1122050601870015,0.7525399742297064,0.5646080114850325,-0.23765399104145318,-0.26431997140994057,0.04368089116401919,0.03307531929616303,0.0410564360762908,0.8006446699323776,0.9041367544667037,1,1.010939677516651,-0.050370467830094245,0.16120736649962247
2024,18.389699596299828,20.021352920590004,21.13636569662708,17.58435241086569,17.371297029580877,0.3587612387242985,7.582908739451701,3.0496071408276904,297.46274919618594,205.85209949134708,NA,NA,NA,NA,0,0,0,0,96949385.01386663,43329853.421340056,495636285.6270121,1511495955.9014487,62167703.55273289,27152355.83422945,35015347.718503445,0.6412387612757015,FALSE,-0.04699072584786603,-0.0215769458206213,21.419972794738662,1.1150127760370765,0.7530624662530571,0.5646080114850325,-0.205846772760734,-0.22952178153421926,0.03609238394378522,0.033284668093710224,0.0353990535163055,0.7678120448372886,183.57748516894043,2,0.5302533167304209,0.12649112822726472,0.22023984514783376
