"object_id","object_group","classification","theoretical_role","permitted_use","prohibited_use","future_review_required"
"DOWNSTREAM__e_x_NRC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__GOV_TRANS_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__IPP_NFC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__K_G_NFC_KCAP_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__K_G_NFC_ME_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__K_G_NFC_NRC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__K_N_NFC_KCAP_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__K_N_NFC_ME_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__K_N_NFC_NRC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__ln_e_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__ln_e_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__omega_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__omega_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__P_K_NFC_ME_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__P_K_NFC_NRC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__pi_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"DOWNSTREAM__pi_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"T711_L28","provider_source_inputs_other","DIAGNOSTIC_ONLY","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"T711_L4","provider_source_inputs_other","DIAGNOSTIC_ONLY","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"T711_L44","provider_source_inputs_other","DIAGNOSTIC_ONLY","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"T711_L52","provider_source_inputs_other","DIAGNOSTIC_ONLY","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"T711_L53","provider_source_inputs_other","DIAGNOSTIC_ONLY","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"T711_L73","provider_source_inputs_other","DIAGNOSTIC_ONLY","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"T711_L74","provider_source_inputs_other","DIAGNOSTIC_ONLY","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"T711_L91","provider_source_inputs_other","DIAGNOSTIC_ONLY","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE","provider_source_inputs_other","METADATA_REFERENCE_ONLY","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","yes"
"CORP__TOTAL__cfc_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"CORP__TOTAL__gross_investment_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"CORP__TOTAL__net_stock_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"CORP__TOTAL__net_stock_quantity_index","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"FIN__TOTAL__cfc_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"FIN__TOTAL__gross_investment_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"FIN__TOTAL__net_stock_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"FIN__TOTAL__net_stock_quantity_index","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"NFC__TOTAL__cfc_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"NFC__TOTAL__gross_investment_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"NFC__TOTAL__net_stock_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"NFC__TOTAL__net_stock_quantity_index","provider_total_nonpromotion","DIAGNOSTIC_ONLY","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","yes"
"CORP__TOTAL__gross_stock_current_cost","provider_total_review_required","PARKED_FOR_FUTURE_RESEARCH","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","yes"
"CORP__TOTAL__official_price_index","provider_total_review_required","DIAGNOSTIC_ONLY","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","yes"
"FIN__TOTAL__gross_stock_current_cost","provider_total_review_required","PARKED_FOR_FUTURE_RESEARCH","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","yes"
"FIN__TOTAL__official_price_index","provider_total_review_required","DIAGNOSTIC_ONLY","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","yes"
"NFC__TOTAL__gross_stock_current_cost","provider_total_review_required","PARKED_FOR_FUTURE_RESEARCH","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","yes"
"NFC__TOTAL__official_price_index","provider_total_review_required","DIAGNOSTIC_ONLY","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","yes"
"RESIDENTIAL_CAPITAL_MENU","residential_excluded","EXCLUDED_FROM_CHAPTER2_DATASET","Preserve as an exclusion diagnostic; never include silently in K_cap.","exclusion_documentation_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","no"
