"candidate_id","variable_id","source_file","source_stage","source_table","sector_boundary","numerator_candidate","denominator_candidate","unit","frequency","year_coverage_start","year_coverage_end","finite_observations","current_release_status","object_kind","adjusted_unadjusted","sector_classification","attachable_to_current_s20","decision_reason"
"S20B_AUDIT_52","DOWNSTREAM__e_adj_CORP","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","Shaikh_adjusted_contract_blocked | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_53","DOWNSTREAM__e_adj_NFC","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","nonfinancial_corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","nonfinancial_corporate","not_authorized_by_S20B","Shaikh_adjusted_contract_blocked | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_54","DOWNSTREAM__ln_e_adj_CORP","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","Shaikh_adjusted_contract_blocked | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_55","DOWNSTREAM__ln_e_adj_NFC","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","nonfinancial_corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","nonfinancial_corporate","not_authorized_by_S20B","Shaikh_adjusted_contract_blocked | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_56","DOWNSTREAM__omega_adj_CORP","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","Shaikh_adjusted_contract_blocked | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_57","DOWNSTREAM__omega_adj_NFC","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","nonfinancial_corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","nonfinancial_corporate","not_authorized_by_S20B","Shaikh_adjusted_contract_blocked | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_58","DOWNSTREAM__pi_adj_CORP","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","Shaikh_adjusted_contract_blocked | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_59","DOWNSTREAM__pi_adj_NFC","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","nonfinancial_corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","nonfinancial_corporate","not_authorized_by_S20B","Shaikh_adjusted_contract_blocked | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_60","e_adj_CORP_t","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","alternative_distributive_proxy_adjusted_variant | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_63","FIN_COMP","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","financial_or_corporate_boundary_diagnostic","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"downstream_constructed_pending","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","unclear","not_authorized_by_S20B","corporate_boundary_diagnostic | downstream_constructed_pending | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_64","GVAcorp_adj_t","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","Shaikh_adjusted_income | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_67","NFC_COMP","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","nonfinancial_corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"staged_source_ingredient","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","nonfinancial_corporate","not_authorized_by_S20B","income_account_ingredient | staged_source_ingredient | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_68","NFC_PROFITS_IVA_CC","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","nonfinancial_corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"staged_source_ingredient","profit_share_or_profit_ingredient","unadjusted_or_source_ingredient","nonfinancial_corporate","not_authorized_by_S20B","income_account_ingredient | staged_source_ingredient | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_69","NOScorp_adj_t","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","Shaikh_adjusted_income | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_70","omega_adj_CORP_t","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","preferred_distributive_state_adjusted_variant | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_71","omega_CORP","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"preferred_baseline_pending","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","corporate_sector","not_authorized_by_S20B","preferred_distributive_state | preferred_baseline_pending | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_72","omega_NFC","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","nonfinancial_corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"preferred_baseline_pending","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","nonfinancial_corporate","not_authorized_by_S20B","preferred_distributive_state | preferred_baseline_pending | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_73","omega_x_Kcap","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","not_declared_or_mixed","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"superseded_diagnostic_only","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","unclear","not_authorized_by_S20B","superseded_level_interaction | superseded_diagnostic_only | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_74","omega_x_ME","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","not_declared_or_mixed","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"superseded_diagnostic_only","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","unclear","not_authorized_by_S20B","superseded_level_interaction | superseded_diagnostic_only | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_75","omega_x_ME_NRC_gap","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","not_declared_or_mixed","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"superseded_diagnostic_only","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","unclear","not_authorized_by_S20B","superseded_level_interaction | superseded_diagnostic_only | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_76","omega_x_NRC","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","not_declared_or_mixed","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"superseded_diagnostic_only","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","unclear","not_authorized_by_S20B","superseded_level_interaction | superseded_diagnostic_only | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_77","pi_adj_res_CORP_t","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","adjusted_residual_profit_share | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_78","pi_res_CORP","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"downstream_constructed_pending","profit_share_or_profit_ingredient","unadjusted_or_source_ingredient","corporate_sector","not_authorized_by_S20B","residual_profit_share | downstream_constructed_pending | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_79","pi_res_NFC","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","nonfinancial_corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"downstream_constructed_pending","profit_share_or_profit_ingredient","unadjusted_or_source_ingredient","nonfinancial_corporate","not_authorized_by_S20B","residual_profit_share | downstream_constructed_pending | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_80","q_omega_h1_Kcap","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","not_declared_or_mixed","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"preferred_baseline_pending","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","unclear","not_authorized_by_S20B","preferred_A00_accumulated_index | preferred_baseline_pending | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_81","q_omega_h3_Kcap","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","not_declared_or_mixed","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"robustness_pending","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","unclear","not_authorized_by_S20B","preferred_A00_accumulated_index_robustness | robustness_pending | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_82","q_omega_h5_Kcap","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","not_declared_or_mixed","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"robustness_pending","wage_share_or_wage_share_ingredient","unadjusted_or_source_ingredient","unclear","not_authorized_by_S20B","preferred_A00_accumulated_index_robustness | robustness_pending | S10 registers candidates but current S20B requires a current attachment contract."
"S20B_AUDIT_83","VAcorp_adj_t","data/processed/us_s10/us_s10_object_admissibility_ledger.csv","S20B_audited:S10_source_of_truth_scaffold","reported_by_S20B","corporate","S10_registered_or_provider_ingredient","S10_registered_or_provider_ingredient","source_ingredient_or_pending_share","annual_if_observed",,,,"blocked_pending_current_release_protocol","shaikh_adjusted_or_adjustment_candidate","adjusted_blocked","corporate_sector","not_authorized_by_S20B","Shaikh_adjusted_income | blocked_pending_current_release_protocol | S10 registers candidates but current S20B requires a current attachment contract."
